raw_sponsor,sponsor_clean,sponsor_parent,sponsor_type,match_status,confidence,decided_by,n_trials
Medizinische Fakultt der Martin-Luther-Universitt Halle-Wittenberg,Martin-Luther-Universität Halle-Wittenberg,,academic,accepted,0.95,model,2
"Medizinische Fakultt der TU-Mnchen, vertreten durch den Dekan",Technische Universität München,,academic,accepted,0.9,model,2
Medizinische Fakultt der Technischen Universitt Mnchen,Technische Universität München,,academic,accepted,0.9,model,2
"Medizinische Fakultt der Technischen Universitt Mnchen, Vertreten durch den Dekan",Technische Universität München,,academic,accepted,0.9,model,2
Medizinische Fakultt der Universitt Bonn,Rheinische Friedrich-Wilhelms-Universität Bonn,,academic,accepted,0.9,model,2
Medizinische Fakultt der technischen Universitt Muenchen,Medizinische Fakultät der Technischen Universität München,,academic,accepted,0.95,model,2
Medizinische Hochschule Hannover MHH,Medizinische Hochschule Hannover,,academic,accepted,0.95,model,2
Medizinische Universitt Graz / Endokrinologie und Stoffwechsel,Medizinische Universität Graz,,academic,accepted,0.93,model,2
Medizinische Universitt Graz Universittsklinik fr Innere Medizin Abteilung fr Endokrinologie und Stoffwechsel,Medizinische Universität Graz,,academic,accepted,0.93,model,2
Medizinische Universitt Graz Universittsklinik fr InnereMedizin Abteilung fr Endokrinologie und Stoffwechsel,Medizinische Universität Graz,,academic,accepted,0.93,model,2
Medizinische Universitt Innsbruck / Univ.-Klinik fr Allgemeine und Chirurgische Intensivmedizin,Medizinische Universität Innsbruck,,academic,accepted,0.94,model,2
"Medizinische Universitt Innsbruck, Institut fr Virologie",Medizinische Universität Innsbruck,,academic,accepted,0.94,model,2
"Medizinische Universitt Innsbruck, Universittsklinik fr Innere Medizin I",Medizinische Universität Innsbruck,,academic,accepted,0.94,model,2
Medizinische Universitt Wien Universittsklinik fr Klinische Pharmakologie,Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Abteilung fr Herzchirurgie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, KIM III, Abteilung fr Nephrologie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Klinik fr Innere Medizin III, Abteilung fr Gastroenterologie und Hepatologie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Univ. Klinik fr Ansthesie, Allg. Intensivmedizin u Schmerztherapie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Univ.Klinik f.Frauenheilkunde,Abt. f.Gynkologie und Gyn.Onkologie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Univ.Klinik fr Dermatologie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Univ.Klinik fr Innere Medizin III, Abt.f.Endokrinologie und Stoffwechsel",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Universittsklinik fr Augenheilkunde",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Universittsklinik fr Innere Medizin 3, Abteilung fr Gastroenterologie und Hepatologie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, Universittsklinik fr Innere Medizin III",Medizinische Universität Wien,,academic,accepted,0.93,model,2
"Medizinische Universitt Wien, univ. Klinik f. Dermatologie",Medizinische Universität Wien,,academic,accepted,0.93,model,2
Medizinische Universittsklinik,Medizinische Universitätsklinik,,hospital,accepted,0.5,model,2
Meiji Seika Pharma Co. Ltd.,Meiji Seika Pharma,,industry,accepted,0.85,model,2
MeiraGTx UK II Ltd,MeiraGTx,,industry,accepted,0.95,model,2
Mekos Laboratories,Mekos Laboratories,,industry,accepted,0.95,model,2
Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,,hospital,accepted,0.95,model,2
Menarini International Operation Luxembourg SA,Menarini,,industry,accepted,0.95,model,2
"Menarini International Operations Luxembourg S.A., Avenue de la Gare, 1611 Luxembourg, Luxembourg",Menarini,,industry,accepted,0.95,model,2
"Merck  Co Inc.,",MSD,,industry,accepted,0.93,model,2
"Merck Corporation, Inc.",MSD,,industry,accepted,0.93,model,2
Merck Generics,Merck Generics (Generics UK),Merck KGaA,industry,accepted,0.75,model,2
Merck Serono,Merck KGaA,,industry,accepted,0.92,model,2
Merck Serono S.A.,Merck KGaA,,industry,accepted,0.92,model,2
Merck Serono S.A. Geneva,Merck KGaA,,industry,accepted,0.92,model,2
Merck Serono SA - Geneva,Merck KGaA,,industry,accepted,0.92,model,2
"Merck Sharp  Dohme Corp. a subsidiary of Merck  Co., Inc",MSD,,industry,accepted,0.93,model,2
"Merck Sharp  Dohme Corp., a Subsidiary of Merck  Co. Inc.",MSD,,industry,accepted,0.93,model,2
"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc. hereafter referred to as",MSD,,industry,accepted,0.93,model,2
"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc. hereafter referred to as the SPONSOR or Merck",MSD,,industry,accepted,0.93,model,2
"Merck Sharp  Dohme Corp., a subsidiary of Merck Co.,Inc",MSD,,industry,accepted,0.93,model,2
Merck Sharp  Dohme Ltd,MSD,,industry,accepted,0.93,model,2
"Merck, S.L.",Merck KGaA,,industry,accepted,0.85,model,2
"Merck, Sharp  Dohme",MSD,,industry,accepted,0.93,model,2
Merrimack Pharmaceuticals Inc.,Merrimack Pharmaceuticals,,industry,accepted,0.98,model,2
"Mersana Therapeutics, Inc.",Mersana Therapeutics,,industry,accepted,0.9,model,2
Mestex,Mestex,,industry,accepted,0.6,model,2
Metsera Inc.,Metsera,,industry,accepted,0.9,model,2
Michael Patrick,Michael Patrick Achiam,,individual,accepted,0.65,model,2
Microbiotica Limited,Microbiotica,,industry,accepted,0.9,model,2
Middelfart Rygsektor,Middelfart Rygsektor,,hospital,accepted,0.5,model,2
Miguel Giovanni Uriol Rivera,Miguel Giovanni Uriol Rivera,,individual,accepted,0.9,model,2
Mikko Pitknen,Mikko Pitkanen,,individual,accepted,0.8,model,2
"Millendo Therapeutics, Inc.",Millendo Therapeutics,,industry,accepted,0.95,model,2
"Millennium Pharmaceuticals, Inc, a wholly owned subsidiary of Takeda",Millennium Pharmaceuticals,Takeda,industry,accepted,0.97,model,2
Miltenyi Biotec GmbH,Miltenyi Biotec,,industry,accepted,0.85,model,2
Mimetech S.r.l.,Mimetech,,industry,accepted,0.9,model,2
Mineralys Therapeutics Inc.,Mineralys Therapeutics,,industry,accepted,0.9,model,2
"Minerva Neurosciences, Inc.",Minerva Neurosciences,,industry,accepted,0.98,model,2
Minervax ApS,MinervaX,,industry,accepted,0.98,model,2
"Mirati Therapeutics, Inc.",Mirati Therapeutics,,industry,accepted,0.99,model,2
Mitsubishi Pharma Corporation,Mitsubishi Tanabe Pharma,,industry,accepted,0.93,model,2
Mitsubishi Tanabe Pharma Corporation / KUREHA CORPORATION,Mitsubishi Tanabe Pharma,,industry,accepted,0.93,model,2
"Mitsubishi Tanabe Pharma Development America MTDA, Inc.",Mitsubishi Tanabe Pharma,,industry,accepted,0.93,model,2
"Mitsubishi Tanabe Pharma Development America, Inc.",Mitsubishi Tanabe Pharma,,industry,accepted,0.93,model,2
Moderna Therapeutics Inc.,Moderna,,industry,accepted,0.95,model,2
Modra Pharmaceuticals B.V.,Modra Pharmaceuticals,,industry,accepted,0.98,model,2
Modus Therapeutics AB,Modus Therapeutics,,industry,accepted,0.9,model,2
MolMed S.p.A.,MolMed,,industry,accepted,0.98,model,2
"Molecular Insight Pharmaceuticals, Inc",Molecular Insight Pharmaceuticals,,industry,accepted,0.9,model,2
Moleculin Biotech Inc.,Moleculin Biotech,,industry,accepted,0.98,model,2
Mona Ring Gtke,Mona Ring Götke,,individual,accepted,0.8,model,2
Monash University,Monash University,,academic,accepted,0.85,model,2
Montavit Ges.m.b.H.,Montavit,,industry,accepted,0.9,model,2
Morphotek Inc.,Morphotek,Eisai,industry,accepted,0.95,model,2
"Mpex Pharmaceuticals, Inc.",Mpex Pharmaceuticals,,industry,accepted,0.9,model,2
Ms Science Corporation,MS Science Corporation,,industry,accepted,0.8,model,2
"Multidisciplinary Pain Center 7612, Rigshospitalet",Rigshospitalet,,hospital,accepted,0.95,model,2
Mundipharma GmbH,Mundipharma,,industry,accepted,0.95,model,2
Mundipharma Pharmaceuticals B.V.,Mundipharma,,industry,accepted,0.95,model,2
Mural Oncology Inc.,Mural Oncology,,industry,accepted,0.9,model,2
"Mycovia Pharmaceuticals, Inc",Mycovia Pharmaceuticals,,industry,accepted,0.9,model,2
Mylan Inc.,Mylan,,industry,accepted,0.96,model,2
"Myogen, Inc",Myogen,,industry,accepted,0.95,model,2
"Myriad Pharmaceuticals, Inc",Myriad Pharmaceuticals,,industry,accepted,0.9,model,2
NAMED SRL,NAMED SRL,,industry,accepted,0.6,model,2
NAVARRBIOMED-FUNDACION MIGUEL SERVET,Navarrabiomed - Fundación Miguel Servet,,foundation,accepted,0.96,model,2
NEC Bio Therapeutics GmbH,NEC Bio Therapeutics,,industry,accepted,0.7,model,2
NERVIANO MEDICAL SCIENCES SRL,Nerviano Medical Sciences,,industry,accepted,0.98,model,2
NEWRON PHARMACEUTICALS,Newron Pharmaceuticals,,industry,accepted,0.99,model,2
"NGM Biopharmaceuticals, Inc.",NGM Biopharmaceuticals,,industry,accepted,0.98,model,2
NHS Grampian,NHS Grampian,,public_body,accepted,0.92,model,2
"NHS Grampian, Aberdeen Royal Infirmary",NHS Grampian,,public_body,accepted,0.92,model,2
NHS Greater Glasgow  Clyde,NHS Greater Glasgow and Clyde,,public_body,accepted,0.93,model,2
NKI-AvL,Antoni van Leeuwenhoek - Nederlands Kanker Instituut,,hospital,accepted,0.95,model,2
NOGGO e.V.,NOGGO e.V.,,network,accepted,0.95,model,2
NOVARTIS FARMA S.p.A,Novartis,,industry,accepted,0.95,model,2
NOVARTIS FARMA S.p.A.,Novartis,,industry,accepted,0.95,model,2
"NOVARTIS FARMACEUTICA, S.A",Novartis,,industry,accepted,0.95,model,2
NOVARTIS PHARMA SAS,Novartis,,industry,accepted,0.95,model,2
NOVO NORDISK,Novo Nordisk,,industry,accepted,0.95,model,2
NPS Allelix Corporation,NPS Pharmaceuticals,,industry,accepted,0.75,model,2
NVALT,Stichting NVALT Studies,,foundation,accepted,0.85,model,2
Nabriva Therapeutics AG,Nabriva Therapeutics,,industry,accepted,0.9,model,2
"NanoCarrier Co, Ltd",NanoCarrier,,industry,accepted,0.98,model,2
Narodni Ustav Dusevniho Zdravi,Národní ústav duševního zdraví,,public_body,accepted,0.7,model,2
Narodowy Instytut Onkologii Im. Marii Sklodowskiej-Curie-Panstwowy Instytut Badawczy,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie – Państwowy Instytut Badawczy,,hospital,accepted,0.93,model,2
National Cancer Institute,National Cancer Institute,,public_body,accepted,0.7,model,2
National Institute for Public Health and the Environment,Rijksinstituut voor Volksgezondheid en Milieu,,public_body,accepted,0.75,model,2
"National Institute for Public Health and the Environment RIVM, the Netherlands",Rijksinstituut voor Volksgezondheid en Milieu,,public_body,accepted,0.93,model,2
"National Institute of Public Health and Environment RIVM, the Netherlands",Rijksinstituut voor Volksgezondheid en Milieu,,public_body,accepted,0.93,model,2
National University of ireland Galway,National University of Ireland Galway,,academic,accepted,0.9,model,2
NeRRe Therapeutics Ltd,NeRRe Therapeutics,,industry,accepted,0.98,model,2
Neolab Ltd,Neolab,,industry,accepted,0.9,model,2
Netherlands Asthma Foundation NAF / Stichting astma bestrijding,Netherlands Asthma Foundation,,foundation,accepted,0.8,model,2
Neumora Therapeutics Inc.,Neumora Therapeutics,,industry,accepted,0.9,model,2
Neurim Pharmaceuticals 1991 Ltd,Neurim Pharmaceuticals,,industry,accepted,0.97,model,2
Neurim Pharmaceuticals 1991 Ltd.,Neurim Pharmaceuticals,,industry,accepted,0.97,model,2
Neuro-Consil GmbH,Neuro-Consil,,industry,accepted,0.7,model,2
Neuro3d,Neuro3d,,industry,accepted,0.6,model,2
NeuroBiotec GmbH,NeuroBiotec,,industry,accepted,0.6,model,2
NeuroSearch A/S,NeuroSearch,,industry,accepted,0.95,model,2
Neuroderm Ltd.,NeuroDerm,,industry,accepted,0.95,model,2
Neurotherapia Inc.,Neurotherapia,,industry,accepted,0.6,model,2
NewAmsterdam Pharma BV,NewAmsterdam Pharma,,industry,accepted,0.95,model,2
NewLink Genetics Corporation,NewLink Genetics,,industry,accepted,0.9,model,2
Newcastle-upon-Tyne Hospitals NHS Trust,Newcastle upon Tyne Hospitals NHS Foundation Trust,,hospital,accepted,0.95,model,2
Newleos Therapeutics Inc.,Newleos Therapeutics,,industry,accepted,0.9,model,2
NextCell Pharma,NextCell Pharma,,industry,accepted,0.95,model,2
Ngm Biopharmaceuticals Inc.,NGM Biopharmaceuticals,,industry,accepted,0.98,model,2
Nicolaus Copernicus University,Nicolaus Copernicus University,,academic,accepted,0.9,model,2
Niconovum AB,Niconovum,Reynolds American,industry,accepted,0.8,model,2
Nimes University Hospital,Centre Hospitalier Universitaire de Nîmes,,hospital,accepted,0.98,model,2
Nina Olofsson,Nina Olofsson,,individual,accepted,0.9,model,2
Nitec Pharma AG,Nitec Pharma,,industry,accepted,0.9,model,2
Nitto Denko Corporation,Nitto Denko,,industry,accepted,0.9,model,2
NoNO Inc.,NoNO,,industry,accepted,0.6,model,2
Nodthera Limited,NodThera,,industry,accepted,0.9,model,2
None,Unknown,,unknown,accepted,0.2,model,2
Noordwest Ziekenhuisgroep,Noordwest Ziekenhuisgroep,,hospital,accepted,0.9,model,2
Nordic Bioscience A/S,Nordic Bioscience,,industry,accepted,0.9,model,2
Nordic Nanovector ASA,Nordic Nanovector,,industry,accepted,0.9,model,2
Nordic Society for Gynecologic Oncology,Nordic Society of Gynaecological Oncology,,cooperative_group,accepted,0.85,model,2
Nordsjllands Hospital,Nordsjællands Hospital,,hospital,accepted,0.9,model,2
Nordsjllands Hospital Hillerd,Nordsjællands Hospital,,hospital,accepted,0.9,model,2
"Nordsjllands Hospital, Department of Cardiology, Nephrology and Endocrinology",Nordsjællands Hospital,,hospital,accepted,0.9,model,2
North Bristol NHS Trust NBT,North Bristol NHS Trust,,hospital,accepted,0.95,model,2
North West London Hospitals NHS Trust,North West London Hospitals NHS Trust,,hospital,accepted,0.85,model,2
Norwegian Institute of Public Health,Norwegian Institute of Public Health,,public_body,accepted,0.9,model,2
Norwegian University of Science and Technology,Norwegian University of Science and Technology (NTNU),,academic,accepted,0.95,model,2
Norwegian University of Science and Technology NTNU,Norwegian University of Science and Technology (NTNU),,academic,accepted,0.9,model,2
Noscira S.A.,Noscira,,industry,accepted,0.95,model,2
Nottingham University,University of Nottingham,,academic,accepted,0.95,model,2
NovaCardia Inc wholly owned subsidiary of Merck  Co. Inc,NovaCardia,MSD,industry,accepted,0.9,model,2
NovaGo Therapeutics AG,NovaGo Therapeutics,,industry,accepted,0.9,model,2
Novartis  Pharma Services AG,Novartis,,industry,accepted,0.95,model,2
Novartis Farmacetica S.A.,Novartis,,industry,accepted,0.95,model,2
Novartis Finland Oy,Novartis,,industry,accepted,0.95,model,2
Novartis Healthcare A/S,Novartis,,industry,accepted,0.95,model,2
Novartis Pharma  AG,Novartis,,industry,accepted,0.95,model,2
Novartis Vaccines  Diagnostics AG,Novartis,,industry,accepted,0.95,model,2
Novartis Vaccines Institute for Global Health NVGH,Novartis,,industry,accepted,0.95,model,2
Novartis Vaccines and Diagnostics GmbH  Co KG,Novartis,,industry,accepted,0.95,model,2
Novartis Vaccines and Diagnostics Limited,Novartis,,industry,accepted,0.95,model,2
Novartis Vaccines and Diagnostics s.r.l,Novartis,,industry,accepted,0.95,model,2
Novartis Vaccines and Diagnostics s.r.l.,Novartis,,industry,accepted,0.95,model,2
"Novavax, Inc.",Novavax,,industry,accepted,0.95,model,2
Novo Nordisk AS,Novo Nordisk,,industry,accepted,0.95,model,2
Novo Nordisk Pharma S.A.,Novo Nordisk,,industry,accepted,0.95,model,2
Novo Nordisk Pharmaceutique S.A.S,Novo Nordisk,,industry,accepted,0.95,model,2
Novocure GmbH,Novocure,,industry,accepted,0.9,model,2
Nrodn stav duevnho zdrav,Národní ústav duševního zdraví,,public_body,accepted,0.8,model,2
Ns Pharma Inc.,NS Pharma,,industry,accepted,0.98,model,2
Nstved Hospital,Næstved Hospital,,hospital,accepted,0.93,model,2
Nurix Therapeutics Inc.,Nurix Therapeutics,,industry,accepted,0.9,model,2
Nutrinia Ltd.,Nutrinia,,academic,accepted,0.9,model,2
Nutrition Science Partners Limited,Nutrition Science Partners,,industry,accepted,0.9,model,2
Nuvig Therapeutics Inc.,Nuvig Therapeutics,,industry,accepted,0.9,model,2
Nycomed Danmark Aps,Nycomed,,industry,accepted,0.95,model,2
OLVG,OLVG,,hospital,accepted,0.7,model,2
OM PHARMA SA,OM Pharma,,industry,accepted,0.95,model,2
OMEICOS Therapeutics GmbH,OMEICOS Therapeutics,,industry,accepted,0.9,model,2
OMEQUI,OMEQUI,,unknown,accepted,0.7,model,2
OMNINVEST Kft.,Omninvest,,industry,accepted,0.9,model,2
OMNIVISION GmbH,OmniVision,,industry,accepted,0.9,model,2
OMRIX biopharmaceuticals Ltd,Omrix Biopharmaceuticals,Johnson & Johnson,industry,accepted,0.95,model,2
ONCOSUR,Fundación Oncosur,,foundation,accepted,0.9,model,2
"ONO Pharmaceutical Co., Ltd.",Ono Pharmaceutical,,industry,accepted,0.9,model,2
ORIC Pharmaceuticals Inc.,ORIC Pharmaceuticals,,industry,accepted,0.9,model,2
"OSI Eyetech, Inc",Eyetech Pharmaceuticals,OSI Pharmaceuticals,industry,accepted,0.85,model,2
OSI Pharmaceuticals LLC,OSI Pharmaceuticals,,industry,accepted,0.9,model,2
"OSI Pharmaceuticals, Inc.",OSI Pharmaceuticals,,industry,accepted,0.9,model,2
OSPEDALE CLASSIFICATO EQUIPARATO SACRO CUORE DON CALABRIA - PRESIDIO OSPEDALIERO ACCREDITATO,Ospedale Sacro Cuore - Don Calabria,,hospital,accepted,0.95,model,2
OSPEDALE FATEBENEFRATELLI E OFTALMICO DI MILANO,Azienda Ospedaliera Fatebenefratelli e Oftalmico,,hospital,accepted,0.95,model,2
OSPEDALE SANTA MARIA DELLA MISERICORDIA,Azienda Ospedaliera Santa Maria della Misericordia,,hospital,accepted,0.75,model,2
OVATION PHARMACEUTICALS INC,Ovation Pharmaceuticals,,industry,accepted,0.95,model,2
OYS,Oulun yliopistollinen sairaala,,hospital,accepted,0.75,model,2
"Ocera Therapeutics, Inc.",Ocera Therapeutics,,industry,accepted,0.98,model,2
Octapharma Pharmazeutika Produktionsges.m.b.H,Octapharma,,industry,accepted,0.96,model,2
Oculis Operations S.a.r.l.,Oculis,,industry,accepted,0.85,model,2
Oculis ehf.,Oculis,,academic,accepted,0.85,model,2
"Odonate Therapeutics, Inc.",Odonate Therapeutics,,industry,accepted,0.98,model,2
Olainfarm AS,Olainfarm,,industry,accepted,0.9,model,2
Olympus Biotech Europe SAS,Olympus Biotech,,industry,accepted,0.85,model,2
Omnivision GmbH,OmniVision,,industry,accepted,0.9,model,2
"On Target Laboratories, LLC",On Target Laboratories,,industry,accepted,0.98,model,2
"OncXerna Therapeutics, Inc.",OncXerna Therapeutics,,industry,accepted,0.9,model,2
OncoGenex Technologies Inc.,OncoGenex Technologies,,industry,accepted,0.95,model,2
"OncoGenex Technologies, Inc.",OncoGenex Technologies,,industry,accepted,0.95,model,2
