raw_substance,substance_clean,substance_salt,substance_type,match_status,confidence,decided_by,n_trials
BROMOCRIPTINE,Bromocriptine,mesylate,,accepted,1,registry,4
BT8009,Zelenectide pevedotin,,,accepted,1,registry,4
BUPROPION,Bupropion,,,accepted,1,registry,4
BUPROPION HYDROCHLORIDE,Bupropion,,,accepted,1,registry,4
BYL719,Alpelisib,,,accepted,1,registry,4
Bacillus Calmette-Guerin,Bcg vaccine,,,accepted,0.95,model,4
Baxdrostat Placebo,Placebo,,placebo,accepted,1,registry,4
Beclomethasone dipropionate,Beclomethasone,dipropionate,,accepted,1,registry,4
Begrivac,Influenza vaccine (inactivated),,vaccine,accepted,0.8,model,4
Benda-5 FU 50 mg,Fluorouracil,,,accepted,0.5,model,4
Benlysta 200 mg solution for injection in pre-filled syringe.,Belimumab,,,accepted,1,registry,4
Benzylpenicillin,Penicillin g,,,accepted,1,registry,4
Beraprost Sodium,Beraprost,sodium,,accepted,1,registry,4
Bexarotene,Bexarotene,,,accepted,1,registry,4
Bexmarilimab,Bexmarilimab,,,accepted,1,registry,4
Bimagrumab,Bimagrumab,,,accepted,1,registry,4
Binimetinib,Binimetinib,,,accepted,1,registry,4
Biostate,Human coagulation factor viii|human von willebrand factor,,,accepted,0.7,model,4
Botulinum Toxin Type A 500 units Powder for solution for injection,Botulinum toxin type a,,,accepted,0.9,model,4
Breyanzi 1.1-70 × 106 cells,Lisocabtagene maraleucel,,,accepted,1,registry,4
Brilique 60 mg film-coated tablets,Ticagrelor,,,accepted,1,registry,4
Brimonidine Tartrate,Brimonidine,tartrate,,accepted,1,registry,4
Brivaracetam,Brivaracetam,,,accepted,1,registry,4
Buparlisib,Buparlisib,,,accepted,1,registry,4
Bupivacaine hydrochloride,Bupivacaine,hydrochloride,,accepted,1,registry,4
Bupropion,Bupropion,,,accepted,1,registry,4
Buscopan,Butylscopolamine,bromide,,accepted,1,registry,4
Byfavo 20 mg powder for solution for injection,Remimazolam,,,accepted,0.9,model,4
CALCIPOTRIOL HYDRATE,Calcipotriene,,,accepted,1,registry,4
CALCIPOTRIOL MONOHYDRATE,Calcipotriene,,,accepted,1,registry,4
CALCIUM CHLORIDE,Calcium chloride,,,accepted,1,registry,4
CALCIUM LEVOFOLINATE PENTAHYDRATE,Levoleucovorin,calcium,,accepted,1,registry,4
CANGRELOR,Cangrelor,,,accepted,1,registry,4
CARBOPLATINE HOSPIRA 10 mg,Carboplatin,,,accepted,1,registry,4
CARBOPLATINO TEVA 10 mg,Carboplatin,,,accepted,1,registry,4
CARVYKTI 3.2 × 10^6 – 1.0 × 10^8 cells dispersion for infusion,Ciltacabtagene autoleucel,,,accepted,1,registry,4
CASPOFUNGIN ACETATE,Caspofungin,acetate,,accepted,1,registry,4
CBD,Cannabidiol,,,accepted,0.97,model,4
CD19-Targeted NEX-T CAR T,Cd19-targeted nex-t car t cells,,cell_or_gene_therapy,accepted,0.7,model,4
CEDIRANIB,Cediranib,maleate,,accepted,1,registry,4
CEFADROXIL,Cefadroxil,,,accepted,1,registry,4
CEFEPIME DIHYDROCHLORIDE MONOHYDRATE,Cefepime,hydrochloride,,accepted,1,registry,4
CEFEPIME HYDROCHLORIDE,Cefepime,hydrochloride,,accepted,1,registry,4
CEFIXIME,Cefixime,,,accepted,1,registry,4
CEFTAZIDIME AND BETA-LACTAMASE INHIBITOR,Ceftazidime,sodium,,accepted,1,registry,4
CHF6001 DPI,Tranimilast,,,accepted,1,registry,4
CHLORPROMAZINE,Chlorpromazine,hydrochloride,,accepted,1,registry,4
CHLORTALIDONE,Chlorthalidone,,,accepted,1,registry,4
"CHLORURE DE SODIUM 0,9 % BAXTER, solution pour perfusion en poche",Sodium chloride,,,accepted,0.99,model,4
"CHLORURE DE SODIUM 0,9 % LAVOISIER, solution pour perfusion",Sodium chloride,,,accepted,0.99,model,4
CHLORZOXAZONE,Chlorzoxazone,,,accepted,1,registry,4
CIDOFOVIR,Cidofovir,anhydrous,,accepted,1,registry,4
CIMETIDINE,Cimetidine,hydrochloride,,accepted,1,registry,4
CINACALCET,Cinacalcet,hydrochloride,,accepted,1,registry,4
CLOBETASOL,Clobetasol,propionate,,accepted,1,registry,4
"CLOSTRIDIUM BOTULINUM NEUROTOXIN TYPE A (150KD), FREE OF COMPLEXING PROTEINS",Incobotulinumtoxina,,,accepted,0.8,model,4
COLCHICINA LIRCA 0.5 mg compresse,Colchicine,,,accepted,0.96,model,4
COLECALCIFEROLO,Colecalciferol,,,accepted,0.98,model,4
"CORTANCYL 1 mg, comprimé",Prednisone,,,accepted,1,registry,4
COVID-19 Vaccine Moderna,Elasomeran,,,accepted,0.9,model,4
COVID-19 mRNA Vaccine,Covid-19 mrna vaccine,,vaccine,accepted,0.75,model,4
CP-4055 for infusion,Elacytarabine,,,accepted,1,registry,4
"CP-690,550",Tofacitinib,citrate,,accepted,1,registry,4
CUSTODIOL® - Perfusionslösung,Histidine-tryptophan-ketoglutarate solution,,small_molecule,accepted,0.82,model,4
Cabotegravir free acid,Cabotegravir,sodium,,accepted,1,registry,4
Canakinumab proposed,Canakinumab,,,accepted,1,registry,4
Capecitabine Accord 300 mg film-coated tablets,Capecitabine,,,accepted,1,registry,4
Carbidopa Monohydrate,Carbidopa,anhydrous,,accepted,1,registry,4
Carboplat onkovis 10 mg,Carboplatin,,,accepted,0.97,model,4
Carboplatino,Carboplatin,,,accepted,1,registry,4
Carboplatino Hikma 10 mg,Carboplatin,,,accepted,1,registry,4
Cariprazine HCl,Cariprazine,hydrochloride,,accepted,1,registry,4
Carisbamate,Carisbamate,,,accepted,1,registry,4
Casopitant,Casopitant,,,accepted,1,registry,4
Cebranopadol,Cebranopadol,,,accepted,1,registry,4
Ceftaroline fosamil,Ceftaroline fosamil,acetate,,accepted,1,registry,4
Ceftazidime pentahydrate,Ceftazidime,sodium,,accepted,1,registry,4
CellCept 1 g,Mycophenolate mofetil,hydrochloride,,accepted,1,registry,4
Cenegermin,Cenegermin,,,accepted,1,registry,4
Cenobamate 10mg,Cenobamate,,,accepted,1,registry,4
Cetrorelix,Cetrorelix,acetate,,accepted,1,registry,4
Cevostamab,Cevostamab,,,accepted,1,registry,4
Chirocaine,Levobupivacaine,hydrochloride,,accepted,1,registry,4
Chloroquine,Chloroquine,,,accepted,1,registry,4
Chlortalidone,Chlorthalidone,,,accepted,1,registry,4
Chlorure de sodium,Sodium chloride,,,accepted,0.99,model,4
Ciclosporine,Ciclosporin,,,accepted,1,registry,4
Cilgavimab,Cilgavimab,,,accepted,1,registry,4
Cisplatin Accord Healthcare 1 mg,Cisplatin,,,accepted,1,registry,4
Cisplatine Accord 1 mg,Cisplatin,,,accepted,1,registry,4
Cisplatino,Cisplatin,,,accepted,1,registry,4
Clavulanic acid,Clavulanic acid,,,accepted,1,registry,4
Clopidogrel Viatris 75 mg film-coated tablets,Clopidogrel,,,accepted,1,registry,4
Coagulation factor VIII,Human coagulation factor viii,,,accepted,0.85,model,4
Colchicine Tiofarma 500 microgram Tablets,Colchicine,,,accepted,1,registry,4
Copaxone,Glatiramer acetate,,,accepted,1,registry,4
Cosentyx 150 mg solution for injection in pre-filled syringe,Secukinumab,,,accepted,1,registry,4
Custodiol-N,Custodiol-n,,small_molecule,accepted,0.7,model,4
Cyclophosphamid,Cyclophosphamide,anhydrous,,accepted,0.97,model,4
Cyclophosphamide Injection 500 mg.,Cyclophosphamide,anhydrous,,accepted,1,registry,4
Cysteine,Cysteine,hydrochloride,,accepted,1,registry,4
Cytarabine 100 mg,Cytarabine,hydrochloride,,accepted,1,registry,4
Cytarabine 20 mg,Cytarabine,hydrochloride,,accepted,1,registry,4
DACARBAZINA,Dacarbazine,,,accepted,1,registry,4
DEFLAZACORT,Deflazacort,,,accepted,1,registry,4
DEUCRAVACITINIB,Deucravacitinib,,,accepted,1,registry,4
DIDANOSINE,Didanosine,,,accepted,1,registry,4
DISODIUM FOLINATE,Leucovorin,,,accepted,1,registry,4
DKN-01,Dkn-01,,,accepted,1,registry,4
DOCOSAHEXAENOIC ACID,Doconexent,,,accepted,1,registry,4
DOSTARLIMAB,Dostarlimab,,,accepted,1,registry,4
DOXORUBICINE ARROW 2 mg,Doxorubicin,hydrochloride,,accepted,1,registry,4
DOXYCYCLINE MONOHYDRATE,Doxycycline,,,accepted,1,registry,4
DPPG,Dipalmitoylphosphatidylglycerol,,supplement_or_excipient,accepted,0.6,model,4
DROXIDOPA,Droxidopa,,,accepted,1,registry,4
DUTASTERIDE,Dutasteride,,,accepted,1,registry,4
Dalbavancin,Dalbavancin,hydrochloride,,accepted,1,registry,4
Dalcetrapib,Dalcetrapib,,,accepted,1,registry,4
Dalteparin Sodium,Dalteparin sodium,,,accepted,1,registry,4
Dapirolizumab pegol,Dapirolizumab pegol,,,accepted,1,registry,4
Darusentan,Darusentan,,,accepted,1,registry,4
Daxdilimab,Daxdilimab,,,accepted,1,registry,4
Decitabine,Decitabine,,,accepted,1,registry,4
Dehydroepiandrosterone,Prasterone,,,accepted,1,registry,4
Delandistrogene moxeparvovec-rokl,Delandistrogene moxeparvovec,,,accepted,0.97,model,4
Delstrigo 100 mg,Doravirine|lamivudine|tenofovir disoproxil fumarate,,,accepted,1,registry,4
Depemokimab,Depemokimab,,,accepted,1,registry,4
"DexaGalen® 8 mg injekt
Injektionslösung",Dexamethasone,acetate,,accepted,0.9,model,4
"Dexamethason Teva 4 mg, tabletten",Dexamethasone (sodium phosphate),,,accepted,0.85,model,4
Dexamethasone 3.3 mg,Dexamethasone,acetate,,accepted,1,registry,4
Dexdor 100 micrograms,Dexmedetomidine,hydrochloride,,accepted,1,registry,4
Dexketoprofen,Dexketoprofen,,,accepted,1,registry,4
Dexlansoprazole,Dexlansoprazole,,,accepted,1,registry,4
Dexmedetomidine 100 micrograms,Dexmedetomidine,hydrochloride,,accepted,1,registry,4
Dexpramipexole (KNS-760704),Dexpramipexole,,,accepted,1,registry,4
Dextromethorphan,Dextromethorphan,hydrobromide,,accepted,1,registry,4
Diagnóstico prick control negativo,Prick test negative control solution,,diagnostic_agent,accepted,0.8,model,4
Diagnóstico prick control positivo,Histamine dihydrochloride,,,accepted,0.7,model,4
Dihidroclorhidrato de histamina,Histamine,phosphate,,accepted,0.95,model,4
Dimethyl Fumarate,Dimethyl fumarate,,,accepted,1,registry,4
Dinoprostone,Dinoprostone,,,accepted,1,registry,4
Dipeptiven,Alanyl glutamine,,,accepted,0.9,model,4
Dobutamine,Dobutamine,hydrochloride,,accepted,1,registry,4
Domperidone,Domperidone,,,accepted,1,registry,4
Dorzolamide,Dorzolamide,hydrochloride,,accepted,1,registry,4
Droxidopa,Droxidopa,,,accepted,1,registry,4
Dupixent 200 mg solution for injection in pre-filled pen,Dupilumab,,,accepted,1,registry,4
Duvakitug,Duvakitug,,,accepted,1,registry,4
Duvelisib,Duvelisib,monohydrate,,accepted,1,registry,4
EHSG-KF,Ehsg-kf,,unknown,accepted,0.3,model,4
ELTROMBOPAG OLAMINE,Eltrombopag olamine,,,accepted,1,registry,4
EMEND 125 mg+80 mg hard capsules,Aprepitant,,,accepted,0.95,model,4
ENALAPRIL MALEATE,Enalapril,maleate,,accepted,1,registry,4
EPARINA SODICA,Heparin,,,accepted,0.85,model,4
EPTACOG ALFA ACTIVATED,Eptacog alfa (activated),,,accepted,0.99,model,4
EPTINEZUMAB,Eptinezumab,,,accepted,1,registry,4
ERAVACYCLINE,Eravacycline,,,accepted,1,registry,4
ERBITUX,Cetuximab,,,accepted,1,registry,4
ESKETAMINE Esketamine for S-2-o-chlorophenyl-2-methylaminocyclohexanone,Esketamine,hydrochloride,,accepted,1,registry,4
ESLICARBAZEPINE ACETATE,Eslicarbazepine,acetate,,accepted,1,registry,4
ESMOLOL HYDROCHLORIDE,Esmolol,hydrochloride,,accepted,1,registry,4
ETOPOSIDE TEVA 20 mg,Etoposide,phosphate,,accepted,1,registry,4
EVOBRUTINIB,Evobrutinib,,,accepted,1,registry,4
Ebglyss 250 mg solution for injection in pre-filled syringe,Lebrikizumab,,,accepted,1,registry,4
Elonva 150 micrograms solution for injection,Corifollitropin alfa,,,accepted,1,registry,4
Enasidenib Mesilate,Enasidenib,mesylate,,accepted,1,registry,4
Enbrel 25 mg powder and solvent for solution for injection,Etanercept,,,accepted,1,registry,4
Enbrel 25 mg solution for injection in pre-filled syringe,Etanercept,,,accepted,1,registry,4
Enbrel 50 mg solution for injection in pre-filled pen,Etanercept,,,accepted,1,registry,4
Endoxan®,Cyclophosphamide,anhydrous,,accepted,1,registry,4
Enema transplant of fecal microbiota,"Allogeneic faecal microbiota, pooled",,,accepted,0.55,model,4
Enoxaparin-Natrium,Enoxaparin sodium,,,accepted,0.99,model,4
Epinephrine,Adrenaline,bitartrate,,accepted,1,registry,4
Eptifibatide,Eptifibatide,,,accepted,1,registry,4
Erenumab,Erenumab,,,accepted,1,registry,4
Ergocalciferol,Ergocalciferol,,,accepted,1,registry,4
Erythromycin,Erythromycin,,,accepted,1,registry,4
Esbriet 267 mg film-coated tablets,Pirfenidone,,,accepted,1,registry,4
Etoposid,Etoposide,phosphate,,accepted,0.97,model,4
Evenamide,Evenamide,,,accepted,1,registry,4
F-18-PSMA-1007,[18f]psma-1007,,radiopharmaceutical,accepted,0.95,model,4
F04,F04,,unknown,accepted,0.3,model,4
FAVIPIRAVIR,Favipiravir,,,accepted,1,registry,4
FEXOFENADINE,Fexofenadine,hydrochloride,,accepted,1,registry,4
FEZOLINETANT,Fezolinetant,,,accepted,1,registry,4
FIBRINOGENO UMANO,"Fibrinogen, human",,,accepted,0.95,model,4
FINERENONE,Finerenone,,,accepted,1,registry,4
FIRMAGON 120 mg powder and solvent for solution for injection,Degarelix,acetate,,accepted,0.97,model,4
FLUCIS,Fludeoxyglucose f 18,,,accepted,0.8,model,4
FLUOROURACILE PFIZER 50 mg,Fluorouracil,,,accepted,0.99,model,4
FLUOROURACILE TEVA 1000 mg,Fluorouracil,,,accepted,0.99,model,4
FLUPHENAZINE,Fluphenazine,,,accepted,1,registry,4
"FLUVIRIN Influenza Vaccine Surface Antigen, Inactivated Ph.Eur.",Influenza virus vaccine,,,accepted,0.5,model,4
FOLLITROPIN BETA,Follitropin beta,,,accepted,1,registry,4
FOSAMPRENAVIR,Fosamprenavir,calcium,,accepted,1,registry,4
FOSINOPRIL,Fosinopril,sodium,,accepted,1,registry,4
FOTEMUSTINE,Fotemustine,,,accepted,1,registry,4
FUSIDIC ACID,Fusidic acid,,,accepted,1,registry,4
Fazirsiran,Fazirsiran,sodium,,accepted,1,registry,4
Fc- and CDR-modified humanised monoclonal antibody against C5,Anti-c5 monoclonal antibody (fc- and cdr-modified),,biologic,accepted,0.6,model,4
Fentanyl citrate,Fentanyl,,,accepted,1,registry,4
Ferric derisomaltose,Ferric derisomaltose,,,accepted,1,registry,4
Ferumoxytol,Ferumoxytol,,,accepted,1,registry,4
Fludarabine 50mg Powder For Solution For Injection Or Infusion,Fludarabine,phosphate,,accepted,1,registry,4
Fluorouracil 25 mg,Fluorouracil,,,accepted,1,registry,4
"Fluorouracil Injection, 50 mg",Fluorouracil,,,accepted,1,registry,4
Fluorouracilo Accord 50 mg,Fluorouracil,,,accepted,1,registry,4
Flutemetamol 18F,Flutemetamol,,,accepted,1,registry,4
Formoterol Fumarate Dihydrate,Formoterol,fumarate,,accepted,1,registry,4
Forxiga 5 mg film-coated tablets,Dapagliflozin propanediol,monohydrate,,accepted,0.7,model,4
Fulranumab,Fulranumab,,,accepted,1,registry,4
Fulvestrant EVER Pharma 250 mg Injektionslösung in einer Fertigspritze,Fulvestrant,,,accepted,1,registry,4
Futuximab,Futuximab,,,accepted,1,registry,4
Fycompa 2 mg film-coated tablets,Perampanel,,,accepted,1,registry,4
GA101,Obinutuzumab,,,accepted,1,registry,4
GADODIAMIDE,Gadodiamide,,,accepted,1,registry,4
GALANTAMINE,Galantamine,hydrobromide,,accepted,1,registry,4
GANIRELIX,Ganirelix,acetate,,accepted,1,registry,4
GB002,Seralutinib,,,accepted,1,registry,4
GDC-0449,Vismodegib,,,accepted,1,registry,4
GFT505 20mg lactose - magnesium stearate,Elafibranor,,,accepted,1,registry,4
GLUCOSE MONOHYDRATE,Glucose,,,accepted,1,registry,4
GLYCOPYRRONIUM,Glycopyrronium,,,accepted,1,registry,4
GS-5816,Velpatasvir,,,accepted,1,registry,4
GS-5885,Ledipasvir,,,accepted,1,registry,4
GS-9857,Voxilaprevir,,,accepted,1,registry,4
GS-9883,Bictegravir,sodium,,accepted,0.9,model,4
GSK1278863,Daprodustat,,,accepted,1,registry,4
GW642444,Vilanterol,,,accepted,1,registry,4
Gadofosveset Trisodium,Gadofosveset trisodium,,,accepted,1,registry,4
Ganaxolone,Ganaxolone,,,accepted,1,registry,4
Ganitumab,Ganitumab,,,accepted,1,registry,4
Gardasil,Human papillomavirus type 6 l1 protein|human papillomavirus type 11 l1 protein|human papillomavirus type 16 l1 protein|human papillomavirus type 18 l1 protein,,,accepted,0.9,model,4
Gemcitabin-GRY 1000 mg Pulver zur Herstellung einer Infusionslösung,Gemcitabine,hydrochloride,,accepted,0.9,model,4
Gemtuzumab,Gemtuzumab,,,accepted,1,registry,4
Gemtuzumab Ozogamicin,Gemtuzumab ozogamicin,,,accepted,1,registry,4
Genoxal 200 mg polvo para solución inyectable y para perfusión,Cyclophosphamide,anhydrous,,accepted,0.95,model,4
Glatiramer Acetate,Glatiramer acetate,,,accepted,1,registry,4
Glepaglutide 20.0 mg,Glepaglutide,,,accepted,1,registry,4
Glyceryl trinitrate,Nitroglycerin,,,accepted,1,registry,4
Glycyl-L-tyrosine,Glycyl-l-tyrosine,,small_molecule,accepted,0.9,model,4
Guselkumab- Solution for infusion- 10 mg,Guselkumab,,,accepted,0.99,model,4
HEPCLUDEX 2 mg powder for solution for injection,Bulevirtide,acetate,,accepted,0.95,model,4
HISTAMINE DIHYDROCHLORIDE,Histamine dihydrochloride,,,accepted,1,registry,4
HUMAN MENOPAUSAL GONADOTROPHINS,Menotropin,,biologic,accepted,0.9,model,4
HUMAN NORMAL IMMUNOGLOBULIN,Human immunoglobulin g,,,accepted,1,registry,4
HUMAN THROMBIN,Thrombin,,,accepted,1,registry,4
Haemocomplettan,"Fibrinogen, human",,,accepted,0.95,model,4
Haemophilus Influenzae type b conjugate,Haemophilus influenzae type b conjugate,,vaccine,accepted,0.75,model,4
Hemlibra 30 mg,Emicizumab,,,accepted,1,registry,4
Hepatitis B immunoglobulin,Hepatitis b immune globulin,,,accepted,1,registry,4
Hepatitis B rDNA,Hepatitis b virus hbsag surface protein antigen,,,accepted,0.55,model,4
Heterologous Human Adult Liver-derived Progenitor Cells,Human heterologous liver cells,,,accepted,0.85,model,4
Hexvix,Hexaminolevulinate,hydrochloride,,accepted,1,registry,4
Hizentra 200 mg,Human normal immunoglobulin (scig),,,accepted,0.85,model,4
HuMax-TF-ADC,Tisotumab vedotin,,,accepted,1,registry,4
Human Albumin,Albumin human,,,accepted,1,registry,4
Human Papillomavirus Type 58 L1 protein,Human papillomavirus type 58 l1 protein,,vaccine,accepted,0.97,model,4
Human autologous mesenchymal stem cells,Autologous mesenchymal stem cells,,cell_or_gene_therapy,accepted,0.85,model,4
"Human rotavirus RIX4414 strain live, attenuated","Human rotavirus, live attenuated",,,accepted,0.85,model,4
HyQvia 100 mg,Human normal immunoglobulin,,,accepted,1,registry,4
Hydrocortison,Hydrocortisone,,,accepted,0.95,model,4
Hydroxychloroquine sulphate,Hydroxychloroquine,sulfate,,accepted,1,registry,4
Hydroxyethyl starch,Hetastarch,,,accepted,1,registry,4
Hyrimoz 40 mg solution for injection in pre-filled syringe,Adalimumab,,,accepted,1,registry,4
IBREXAFUNGERP,Ibrexafungerp,citrate,,accepted,1,registry,4
IBUPROFENE,Ibuprofen,sodium,,accepted,1,registry,4
IMIPENEM AND CILASTATIN,Imipenem,anhydrous,,accepted,1,registry,4
IMIPENEM MONOHYDRATE,Imipenem,anhydrous,,accepted,1,registry,4
"IMUREL 25 mg, comprimé pelliculé",Azathioprine,sodium,,accepted,0.95,model,4
INCB099280,Incb099280,,small_molecule,accepted,0.6,model,4
INDINAVIR,Indinavir,,,accepted,1,registry,4
INFRACYANINE 25 mg,Indocyanine green,,,accepted,0.9,model,4
INMUNOGLOBULINA CONEJO ANTI-LINFOCITOS T HUMANOS,Anti-thymocyte immunoglobulin (rabbit),,biologic,accepted,0.9,model,4
INN,,,,rejected,,,4
INTERLEUKINA 2 RECOMBINANT,Aldesleukin,,,accepted,0.9,model,4
INZ-701,Inz-701,,,accepted,1,registry,4
IOA-244,Roginolisib,,,accepted,1,registry,4
IPTACOPAN HYDROCHLORIDE,Iptacopan,hydrochloride,,accepted,1,registry,4
ISOPRENALINE,Isoproterenol,,,accepted,1,registry,4
ITI-1284,Iti-1284,,small_molecule,accepted,0.5,model,4
IVOSIDENIB,Ivosidenib,,,accepted,1,registry,4
Icosapent,Icosapent,,,accepted,1,registry,4
Idelalisib,Idelalisib,,,accepted,1,registry,4
Identical to NBI-1065845 tablets without active drug,,,,rejected,,,4
Imatinib free base,Imatinib,,,accepted,1,registry,4
Imiquimod,Imiquimod,,,accepted,1,registry,4
Imlifidase,Imlifidase,,,accepted,1,registry,4
Inactivated Type 1 Poliovirus Mahoney,Inactivated poliovirus type 1 (mahoney),,vaccine,accepted,0.95,model,4
Inactivated poliovirus type 1,Poliovirus vaccine inactivated,,,accepted,0.6,model,4
Inactivated poliovirus type 2,Poliovirus vaccine inactivated,,,accepted,0.6,model,4
Inactivated poliovirus type 3,Poliovirus vaccine inactivated,,,accepted,0.4,model,4
Inclisiran,Inclisiran,sodium,,accepted,1,registry,4
Indapamide,Indapamide,,,accepted,1,registry,4
Indocyanine green,Indocyanine green,,,accepted,1,registry,4
Indometacin,Indomethacin,sodium,,accepted,1,registry,4
Infanrix Hexa,"Diphtheria toxoid|tetanus toxoid|bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin)|hepatitis b surface antigen|poliovirus (inactivated) (type-1 (mahoney strain), type-2 (mef-1 strain), type-3 (saukett strain))|haemophilus influenzae type b polysaccharide",,,accepted,1,registry,4
Influenza vaccine,Influenza vaccine,,vaccine,accepted,0.8,model,4
"Influenza virus  split virion, inactivated B-like strain Yamagata lineage","Influenza b virus, split virion",,,accepted,0.6,model,4
Inlyta 5 mg film-coated tablets,Axitinib,,,accepted,1,registry,4
Inspra,Eplerenone,,,accepted,1,registry,4
Insulin Detemir,Insulin detemir,,,accepted,1,registry,4
Insulin Human,Insulin human,,,accepted,1,registry,4
Insulin Lispro,Insulin lispro,,,accepted,1,registry,4
Interferon-beta 1a,Interferon beta,,,accepted,1,registry,4
Interleukin-2,Aldesleukin,,,accepted,1,registry,4
Iomeprol,Iomeprol,,,accepted,1,registry,4
Irinotecan Bendalis 20 mg,Irinotecan,hydrochloride,,accepted,1,registry,4
Irinotecan HCl-trihydraat Fresenius Kabi 20 mg,Irinotecan,hydrochloride,,accepted,1,registry,4
Irinotecan Hydrochloride 20 mg,Irinotecan,hydrochloride,,accepted,1,registry,4
Iron,Iron,,supplement_or_excipient,accepted,0.85,model,4
