raw_sponsor,proposed,confidence,n_trials,review_reason,reason,channel,model_id
Laboratoires Auris SAS,Laboratoires Auris,0.5,1,low confidence,,mint,claude-sonnet-5
Larime company of the Mediscis group,Larime,0.5,1,low confidence,,mint,claude-sonnet-5
Linac-Pet Scan Opco Limited,Linac-Pet Scan Opco Limited,0.5,1,low confidence,,mint,claude-sonnet-5
Lipid Pharmaceuticals,Lipid Pharmaceuticals,0.5,1,low confidence,,mint,claude-sonnet-5
Livio Falun,Livio Falun,0.5,1,low confidence,"Single unclear sponsor string, no additional context available.",mint,claude-sonnet-5
Lungemedicinsk Forskningsenhed,Lungemedicinsk Forskningsenhed,0.5,1,low confidence,"Single vague string, likely a pulmonary research unit at a hospital, no further identifying info",mint,claude-sonnet-5
MERCK ROMANIA SRL,Merck,0.5,1,low confidence,Ambiguous between Merck & Co and Merck KGaA,mint,claude-sonnet-5
Mariefreds Vrdcentral,Mariefreds Vardcentral,0.5,1,low confidence,"Single unclear string, likely a local healthcare center",mint,claude-sonnet-5
Medi-Flex,Medi-Flex,0.5,1,low confidence,,mint,claude-sonnet-5
Medical University of Vienna / sterreichische Nationalbank - Jubilumsfonds / Servier,Medizinische Universität Wien,0.5,1,low confidence,String lists multiple funders/collaborators; Medical University of Vienna appears as primary institution.,mint,claude-sonnet-5
Mggm LLC,MGGM LLC,0.5,1,low confidence,,mint,claude-sonnet-5
Minna Laine / Prof. Ritva Tikkanen,Minna Laine / Ritva Tikkanen,0.5,1,low confidence,"Named individuals, no institution specified",mint,claude-sonnet-5
Mjbetegekrt Alaptvny,Mjbetegekrt Alaptvny,0.5,1,low confidence,"Single string, likely a Hungarian foundation name with deleted accents (Alaptvany = Alapitvany = Foundation).",mint,claude-sonnet-5
NANT Operations Centre,NANT Operations Centre,0.5,1,low confidence,,mint,claude-sonnet-5
NI One Inc.,NI One,0.5,1,low confidence,,mint,claude-sonnet-5
NUI As,NUI As,0.5,1,low confidence,,mint,claude-sonnet-5
NUTRIALYS,NUTRIALYS,0.5,1,low confidence,,mint,claude-sonnet-5
NVALT-studies Stichting / Intergroupe Francophone De Cancerologie Thoracique / Fundacion GECP / Queen's University / Clinipace Global Limited,Stichting NVALT Studies,0.5,1,low confidence,"Multi-party consortium string, lead listed first",mint,claude-opus-5
"National Centre for Diabetes Care, 1st Dept. Medicine, Diabetes Unit",National Centre for Diabetes Care,0.5,1,low confidence,Department resolves to parent institution named National Centre for Diabetes Care.,mint,claude-sonnet-5
National Headache Institute,National Headache Institute,0.5,1,low confidence,,mint,claude-sonnet-5
NeuroPharm,NeuroPharm,0.5,1,low confidence,"Single unverified sponsor string, likely a company named NeuroPharm.",mint,claude-sonnet-5
Nikolai Sleep Monitoring Clinic,Nikolai Sleep Monitoring Clinic,0.5,1,low confidence,"Only string in its group; likely a clinic, insufficient detail to determine parent organisation.",mint,claude-sonnet-5
Norlands University Hospital,Norlands University Hospital,0.5,1,low confidence,,mint,claude-sonnet-5
Nutrim,NUTRIM,0.5,1,low confidence,NUTRIM is a research institute (School for Nutrition and Translational Research in Metabolism) at Maastricht University; insufficient context to confirm further.,mint,claude-sonnet-5
OPi,OPi,0.5,1,low confidence,"Single unverified sponsor string, likely a pharmaceutical company OPi (subsidiary of Ipsen).",mint,claude-sonnet-5
Olpha AS,Olpha AS,0.5,1,low confidence,,mint,claude-sonnet-5
Onkologisk afdeling R and the Unit for Experimental Chemotherapy,Onkologisk afdeling R and the Unit for Experimental Chemotherapy,0.5,1,low confidence,Vague Danish oncology department,mint,claude-opus-5
Orbus International BV,Orbus International,0.5,1,low confidence,,mint,claude-sonnet-5
"Orbus Therapeutics, Inc.",Orbus Therapeutics,0.5,1,low confidence,,mint,claude-sonnet-5
Orthopaedic Syrgery Unit Northern Jytland,Orthopaedic Surgery Unit Northern Jytland,0.5,1,low confidence,,mint,claude-sonnet-5
Orthopedic Research Group,Orthopedic Research Group,0.5,1,low confidence,,mint,claude-sonnet-5
PH Research,PH Research,0.5,1,low confidence,,mint,claude-sonnet-5
PIBDNet,PIBDNet,0.5,1,low confidence,"Single string, likely a pediatric IBD research network with no further identifying detail.",mint,claude-sonnet-5
PRO APARTS SRL,PRO APARTS SRL,0.5,1,low confidence,,mint,claude-sonnet-5
PROMIX Trial Group,PROMIX Trial Group,0.5,1,low confidence,Only string in group; appears to be a cooperative trial group.,mint,claude-sonnet-5
Paediatrisches Sekretariat fuer Klinische Studien,Pädiatrisches Sekretariat für Klinische Studien,0.5,1,low confidence,,mint,claude-opus-5
Panntherapi / Eurofins Optimed,Panntherapi,0.5,1,low confidence,CRO Eurofins Optimed with sponsor Panntherapi,mint,claude-sonnet-5
Park-Klinikum,Park-Klinikum,0.5,1,low confidence,,mint,claude-sonnet-5
Pharmecosse,Pharmecosse,0.5,1,low confidence,,mint,claude-sonnet-5
Pneumologia c/o Villa Pineta,Villa Pineta,0.5,1,low confidence,Single string referencing a pulmonology department at Villa Pineta hospital; resolves to the hospital itself.,mint,claude-sonnet-5
"Portsmouth Institution Medicine, Health  Social Care, Portsmouth University / Research  Development Unit, Queen Alexandra Hospital",Portsmouth University,0.5,1,low confidence,,mint,claude-sonnet-5
Queen Elizabeth Hospital,Queen Elizabeth Hospital,0.5,1,low confidence,"Single vague hospital name, no location specified",mint,claude-sonnet-5
Queen's University,Queen's University,0.5,1,low confidence,"Ambiguous, likely Queen's University Belfast",mint,claude-opus-5
"Recherche et enseignement en douleur, anesthesie reanimation","Recherche et enseignement en douleur, anesthesie reanimation",0.5,1,low confidence,,mint,claude-sonnet-5
Reino Pyhi,Reino Pyhi,0.5,1,low confidence,,mint,claude-sonnet-5
SIOP,SIOP,0.5,1,low confidence,International Society of Paediatric Oncology,mint,claude-sonnet-5
"SOLEDAD CARREGUI, NATIVIDAD BANEGAS, SARA CRUZ","Soledad Carregui, Natividad Banegas, Sara Cruz",0.5,1,low confidence,"Appears to be personal names, not an organisation",mint,claude-sonnet-5
STOP SIDA,STOP SIDA,0.5,1,low confidence,,mint,claude-sonnet-5
STZ 1172 Gesundheitsfrderung und Stoffwechselforschung,STZ 1172 Gesundheitsforderung und Stoffwechselforschung,0.5,1,low confidence,,mint,claude-sonnet-5
Sandwell Medical Research Unit,Sandwell Medical Research Unit,0.5,1,low confidence,,mint,claude-sonnet-5
"Sektion Chirurgische Forschung, Univ.Klinik f.Chirurgie",Universitatsklinik fur Chirurgie,0.5,1,low confidence,Department resolves to parent surgical university clinic; institution not fully identified,mint,claude-sonnet-5
Sigrun Kjtrd,Sigrun Kjtrd,0.5,1,low confidence,Appears to be a personal name with no institutional affiliation given.,mint,claude-sonnet-5
Sinfatin S.L.,Sinfatin S.L.,0.5,1,low confidence,,mint,claude-sonnet-5
Smerteklinikken,Smerteklinikken,0.5,1,low confidence,,mint,claude-sonnet-5
Sqy Therapeutics,Sqy Therapeutics,0.5,1,low confidence,,mint,claude-sonnet-5
"Svettmottagningen Hidroskliniken, Stockholm",Svettmottagningen Hidroskliniken,0.5,1,low confidence,"Single clinic name, no further info available",mint,claude-sonnet-5
"Sydvestjysk Sygehus, Esbjerg / Odense Universitetshospital",Sydvestjysk Sygehus / Odense Universitetshospital,0.5,1,low confidence,"Joint sponsorship string naming two institutions, ambiguous which is primary",mint,claude-sonnet-5
Szpital im. Jana Pawla II,Szpital im. Jana Pawła II,0.5,1,low confidence,,mint,claude-sonnet-5
T Kardioloogiakliinik,Tartu University Hospital Cardiology Clinic,0.5,1,low confidence,"Likely refers to a cardiology clinic in Estonia, possibly affiliated with Tartu University Hospital.",mint,claude-sonnet-5
TACL,TACL,0.5,1,low confidence,"Therapeutic Advances in Childhood Leukemia and Lymphoma consortium, a cooperative group",mint,claude-sonnet-5
TARGEON,Targeon,0.5,1,low confidence,"Single unidentified sponsor string, likely a company name.",mint,claude-sonnet-5
TIPharma,TIPharma,0.5,1,low confidence,"Top Institute Pharma, a Dutch public-private research consortium; treated as single sponsor entity",mint,claude-sonnet-5
TOXILYON,Toxilyon,0.5,1,low confidence,,mint,claude-sonnet-5
TRIGEN,Trigen,0.5,1,low confidence,"Single unverified sponsor string, likely a company named Trigen.",mint,claude-sonnet-5
The BONiFIN study group,The BONiFIN study group,0.5,1,low confidence,Study group name with no further identifying info,mint,claude-sonnet-5
The Back Research center,The Back Research Center,0.5,1,low confidence,,mint,claude-sonnet-5
The Central Remedial Clinic and The Childrens University Hospital,The Central Remedial Clinic and The Children's University Hospital,0.5,1,low confidence,Joint sponsorship of two institutions listed together; kept as single string since only one occurrence.,mint,claude-sonnet-5
The Department of Calcium- and Bone-metabolic Diseases,Department of Calcium- and Bone-metabolic Diseases,0.5,1,low confidence,,mint,claude-sonnet-5
Transparency in Healthcare,Transparency in Healthcare,0.5,1,low confidence,,mint,claude-sonnet-5
UAB Froceth,UAB Froceth,0.5,1,low confidence,,mint,claude-sonnet-5
UAB venioni vaistaols,UAB Venioni vaistoles,0.5,1,low confidence,,mint,claude-sonnet-5
UBHT,UBHT,0.5,1,low confidence,"UBHT is an abbreviation for United Bristol Healthcare Trust, a UK NHS hospital trust.",mint,claude-sonnet-5
Uni-Zentrum naturheilkunde,Uni-Zentrum Naturheilkunde,0.5,1,low confidence,"Single string, appears to be a university-affiliated natural medicine center",mint,claude-sonnet-5
Unidad de Cirugia Artroscpica,Unidad de Cirugia Artroscopica,0.5,1,low confidence,,mint,claude-sonnet-5
Unidad de Gestin Clnica de Endocrinologa y Nutricin,Unidad de Gestion Clinica de Endocrinologia y Nutricion,0.5,1,low confidence,,mint,claude-sonnet-5
Universit  degli  Studi di Torino e Azienda Ospedaliera Citt della Salute e della Scienza di Torino,Universita degli Studi di Torino e Azienda Ospedaliera Citta della Salute e della Scienza di Torino,0.5,1,low confidence,"Joint sponsor string combining university and hospital, cannot be split without losing information",mint,claude-sonnet-5
Universittsklinik fr Psychiatrie - Spezialambulanz fr Abhangigkeitserkrankungen,Universitätsklinik für Psychiatrie,0.5,1,low confidence,"Department resolves to parent psychiatric university clinic, specific institution unidentified",mint,claude-sonnet-5
"University Childrens Hospital, Department of Neonatology",University Children's Hospital,0.5,1,low confidence,,mint,claude-sonnet-5
University Clinic of Dermatology Division of Special and Enviromental Dermatology,University Clinic of Dermatology,0.5,1,low confidence,"Department resolves to parent university clinic, name only partially specified",mint,claude-sonnet-5
University College Hospital,University College Hospital,0.5,1,low confidence,,mint,claude-opus-5
University of Liverpool/Liverpool Womens Hospital,University of Liverpool/Liverpool Womens Hospital,0.5,1,low confidence,,mint,claude-sonnet-5
Vakcina Kft,Vakcina Kft,0.5,1,low confidence,,mint,claude-sonnet-5
"Vl-Medi Oy, Vestliitto",Vl-Medi Oy,0.5,1,low confidence,,mint,claude-sonnet-5
Womens and Childrens Hospital,Womens and Childrens Hospital,0.5,1,low confidence,,mint,claude-sonnet-5
XCELL Medical Solutions,XCELL Medical Solutions,0.5,1,low confidence,,mint,claude-sonnet-5
Zentrum fr Neuro-Onkologie,Zentrum fur Neuro-Onkologie,0.5,1,low confidence,,mint,claude-sonnet-5
academic medical centre,Academic Medical Center,0.5,1,low confidence,Generic reference to an academic medical center; likely AMC Amsterdam but unspecified.,mint,claude-sonnet-5
i-GETAID,i-GETAID,0.5,1,low confidence,Possibly a subgroup or offshoot of GETAID but distinct naming,mint,claude-sonnet-5
Centre de Recherche en Sant de la Femme,Centre de Recherche en Santé de la Femme,0.55,1,low confidence,"Single string, likely a women's health research center; identified as-is.",mint,claude-sonnet-5
DIPARTIMENTO DI SCIENZE CLINICHE E BIOLOGICHE UNITO,Universita di Torino,0.55,1,low confidence,UNITO refers to Universita di Torino,mint,claude-sonnet-5
"Department of Plastic Surgery, Breast and Burns Treatment","Department of Plastic Surgery, Breast and Burns Treatment",0.55,1,low confidence,Same department name across variants; parent institution unspecified.,mint,claude-sonnet-5
"Dept of Plastic Surgery, Breast Surgery  Burns","Department of Plastic Surgery, Breast and Burns Treatment",0.55,1,low confidence,Same department name across variants; parent institution unspecified.,mint,claude-sonnet-5
Farmak International Holding GmbH,Farmak,0.55,1,low confidence,"Both share 'Farmak' name, likely related entities of same pharmaceutical group though legal structure differs.",mint,claude-sonnet-5
Farmak JSC,Farmak,0.55,1,low confidence,"Both share 'Farmak' name, likely related entities of same pharmaceutical group though legal structure differs.",mint,claude-sonnet-5
IIT : University Hospital - Medical Clinic II Director: Prof. Dr. med. J. Floege - Sponsor,Universitätsklinikum Aachen,0.55,1,low confidence,"University Hospital Medical Clinic II under Prof. Floege, likely Aachen",mint,claude-sonnet-5
Landsptali Hsklasjkrahs,Landspitali,0.55,1,low confidence,"Garbled text likely refers to Landspitali, Iceland's national university hospital.",mint,claude-sonnet-5
A.I.E.O.P.,A.I.E.O.P.,0.6,1,low confidence,"Associazione Italiana Ematologia Oncologia Pediatrica, an Italian pediatric hemato-oncology cooperative group",mint,claude-sonnet-5
ACADEMIC MEDICAL CENTER,Academic Medical Center,0.6,1,low confidence,,mint,claude-sonnet-5
ACHG-K.U.Leuven,KU Leuven,0.6,1,low confidence,,mint,claude-sonnet-5
ACS Biomarker,ACS Biomarker,0.6,1,low confidence,,mint,claude-sonnet-5
AL-S Pharma AG,AL-S Pharma,0.6,1,low confidence,,mint,claude-sonnet-5
ALIO MEDICA Sp. z o.o.,ALIO MEDICA,0.6,1,low confidence,,mint,claude-sonnet-5
ALLEGRIA onlus,ALLEGRIA onlus,0.6,1,low confidence,"Single string, appears to be an Italian nonprofit organisation (onlus).",mint,claude-sonnet-5
ANGELA PUENTE,Angela Puente,0.6,1,low confidence,,mint,claude-sonnet-5
ARCI trade name  LYON RECHERCHE CLINIQUE : LyREC,Lyon Recherche Clinique,0.6,1,low confidence,,mint,claude-sonnet-5
ARMR Sciences Inc.,ARMR Sciences,0.6,1,low confidence,,mint,claude-sonnet-5
"ASIH Stockholm Sdra, Lngbro Park","ASIH Stockholm Sodra, Langbro Park",0.6,1,low confidence,,mint,claude-sonnet-5
AVAPO RICERCHE - VENEZIA,AVAPO Ricerche,0.6,1,low confidence,,mint,claude-sonnet-5
AZIENDA SANITARIA DI FIRENZE,Azienda Sanitaria di Firenze,0.6,1,low confidence,,mint,claude-sonnet-5
Abel Garca Garca,Abel Garcia Garcia,0.6,1,low confidence,,mint,claude-sonnet-5
Abelardo Garcia De Lorenzo / Teresa Nuez-Villaveiran,Abelardo Garcia De Lorenzo,0.6,1,low confidence,"Personal name(s), no institution given",mint,claude-sonnet-5
