"pip_procedure_number","pip_decision_number","ema_url","decision_type_code","decision_type_text","decision_title","decision_date","active_substance","therapeutic_area","condition","compliance_check_done","has_full_waiver","has_partial_waiver","has_deferral","pdf_url","parse_confidence","fetched_at","ema_feed_timestamp"
"EMEA-002016-PIP05-23","P/90/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002016-pip05-23","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","12/04/2024","alpelisib","Congenital, familial and genetic disorders","Treatment of lymphatic malformations associated with a PIK3CA mutation","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003220-PIP01-22-M01","P/92/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003220-pip01-22-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","12/04/2024","milvexian","Vascular disorders","Prevention of thromboembolism in patients with cardiovascular diseases","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003215-PIP01-22-M01","P/91/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003215-pip01-22-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","12/04/2024","vamikibart","Eye disorders","Treatment of uveitic macular oedema","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003394-PIP01-23","P/179/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003394-pip01-23","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","06/05/2024","sevasemten","Congenital, familial and genetic disorders","Treatment of dystrophinopathy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003306-PIP01-22","P/226/2023","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003306-pip01-22","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","14/06/2023","obeldesivir","Infectious diseases","Treatment of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003063-PIP03-22","P/424/2023","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003063-pip03-22","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","27/10/2023","vibostolimab;pembrolizumab","Oncology","Treatment of melanoma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001220-PIP07-20-M01","P/364/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001220-pip07-20-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","09/09/2022","Baricitinib","Infectious diseases","Treatment of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001501-PIP09-21","P/120/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001501-pip09-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","15/04/2022","dupilumab","Dermatology","Treatment of chronic inducible cold urticaria","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001214-PIP07-21","P/38/2022","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001214-pip07-21","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","31/01/2022","Benralizumab","Gastroentology-Hepatology","Treatment of eosinophilic gastritis/eosinophilic gastroenteritis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003185-PIP01-22","P/305/2023","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003185-pip01-22","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","11/08/2023","MVA-BN-RSV vaccine (construct MVA-mBN294B)","Infectious diseases;Vaccines","Prevention of lower respiratory tract disease caused by respiratory syncytial virus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003049-PIP01-21-M01","P/83/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003049-pip01-21-m01","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","15/03/2024","L-carnitine;glucose;calcium chloride dihydrate;sodium lactate;sodium chloride;magnesium chloride hexahydrate","Renal and urinary disorders","Treatment of renal failure with carnitine deficiency","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000639-PIP03-16-M03","P/84/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000639-pip03-16-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","15/03/2024","chloroprocaine hydrochloride","Nervous system disorders","Peripheral nerve block (local anaesthesia by perineural injection)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-000597-PIP03-15-M06","P/85/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-000597-pip03-15-m06","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","15/03/2024","Mirabegron","Renal and urinary disorders","Treatment of neurogenic detrusor overactivity","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003170-PIP01-21-M02","P/86/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003170-pip01-21-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","21/03/2024","glucagon analogue linked to a human immunoglobulin Fc fragment (HM15136)","Metabolism and nutrition disorders","Treatment of congenital hyperinsulinism","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003568-PIP01-23","P/89/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003568-pip01-23","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","27/03/2024","sargramostim","Injury, poisoning and procedural complications","Treatment of acute radiation syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003603-PIP01-24","P/88/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003603-pip01-24","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","15/03/2024","split influenza virus, inactivated containing antigens equivalent to the A/H1N1-like strain/Split influenza virus, inactivated containing antigens equivalent to the A/H3N2-like strain/Split influenza virus, inactivated containing antigens equivalent to B-like strain","Infections and infestations","Prevention of influenza","Positive",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002876-PIP02-23","P/87/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002876-pip02-23","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","20/03/2024","sodium phenylbutyrate / ursodoxicoltaurine","Nervous system disorders","Treatment of progressive supranuclear palsy","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003176-PIP02-22","P/81/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003176-pip02-22","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","15/03/2024","cannabidiol","Congenital, familial and genetic disorders","Treatment of fragile-X syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001741-PIP04-17-M05","P/79/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001741-pip04-17-m05","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/03/2024","upadacitinib","Skin and subcutaneous tissue disorders","Treatment of atopic dermatitis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003130-PIP02-23","P/80/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003130-pip02-23","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","15/03/2024","borrelia outer surface protein A (OspA) serotypes (ST1-6) lipidated, fusion protein vaccine","Infections and infestations","Prevention of Lyme disease","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001625-PIP02-21-M03","P/69/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001625-pip02-21-m03","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/03/2024","satralizumab","Nervous system disorders;Neurology","Treatment of myasthenia gravis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002282-PIP01-17-M02","P/63/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002282-pip01-17-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/03/2024","molgramostim","Respiratory, thoracic and mediastinal disorders;Pneumology-allergology","Treatment of pulmonary alveolar proteinosis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001270-PIP01-12-M07","P/74/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001270-pip01-12-m07","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/03/2024","oritavancin (diphosphate)","Skin and subcutaneous tissue disorders","Treatment of acute bacterial skin and skin structure infections","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001314-PIP01-12-M02","P/76/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001314-pip01-12-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/03/2024","Dinutuximab beta","Oncology","Treatment of neuroblastoma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001539-PIP01-13-M06","P/77/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001539-pip01-13-m06","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/03/2024","sodium zirconium cyclosilicate","Metabolism and nutrition disorders","Treatment of hyperkalaemia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001579-PIP01-13-M06","P/78/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001579-pip01-13-m06","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","13/04/2022","eluxadoline","Gastrointestinal disorders","Treatment of diarrhoea-predominant irritable bowel Syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002338-PIP04-23","P/75/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002338-pip04-23","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","08/03/2024","ianalumab","Blood and lymphatic system disorders","Treatment of autoimmune haemolytic anaemia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-002915-PIP01-20-M03","P/72/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-002915-pip01-20-m03","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","08/03/2024","SARS-CoV2 prefusion Spike delta TM (CoV-2 preS dTM) adjuvanted with AS03","Vaccines","Prevention of Coronavirus disease 2019 (COVID-19)","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
