"sponsor_name","baseline_date"
"Derbyshire Nhs Trust","2026-05-05"
"Derma Sciencs","2026-05-05"
"Dermagen","2026-05-05"
"Dermal","2026-05-05"
"Dermaliq","2026-05-05"
"Dermapharm","2026-05-05"
"Dermatologikum Hamburg","2026-05-05"
"Dermatology Specialities Partnership Dslp","2026-05-05"
"Dermatools","2026-05-05"
"Dermax","2026-05-05"
"Dermecular","2026-05-05"
"Dermira","2026-05-05"
"Desitin Arzneimittel","2026-05-05"
"Deuteroncology","2026-05-05"
"Deutsche Diabetes Forschungsgesellschaft e.V","2026-05-05"
"Deutsche Herzzentrum Berlin, Kompetenznetz Angeborene Herzfehler","2026-05-05"
"Deutsche Homopathie-Union, Dhu-Arzneimittel","2026-05-05"
"Deutsche Krebsgesellschaft Sponsor","2026-05-05"
"Deutsches Herzzentrum","2026-05-05"
"Deutsches Herzzentrum Berlin","2026-05-05"
"Deutsches Herzzentrum Berlin, Kompetenznetz Angeborene Herzfehler","2026-05-05"
"Deutsches Herzzentrum Mnchen","2026-05-05"
"Deutsches Herzzentrum Mnchen, Klinik Fr Herz- Und Kreislauferkrankungen","2026-05-05"
"Deutsches Herzzentrum Muenchen","2026-05-05"
"Deutsches Krebsforschungszentrum","2026-05-05"
"Deutsches Krebsforschungszentrum (Dkfz)","2026-05-05"
"Deutsches Krebsforschungszentrum Dkfz","2026-05-05"
"Deutsches Krebsforschungszentrum Dkfz, Stiftung Des Ffentlichen Rechts","2026-05-05"
"Deutsches Krebsforschungszentrum Stiftung Des Ffentlichen Rechts","2026-05-05"
"Deutsches Krebsforschungszentrum Stiftung Des Oeffentlichen Rechts","2026-05-05"
"Deutsches Zentrum Fuer Neurodegenerative Erkrankungen e.V","2026-05-05"
"Develco","2026-05-05"
"Deventer Hospital","2026-05-05"
"Deventer Ziekenhuis","2026-05-05"
"Dexcel Technologies","2026-05-05"
"Dextech Medical","2026-05-05"
"Dextra Fertility Clinic","2026-05-05"
"Di-Acetylm","2026-05-05"
"Diabetes","2026-05-05"
"Diabeteszentrum Bad Lauterberg","2026-05-05"
"Diabetology","2026-05-05"
"Diagnostic Centre Of Pcs","2026-05-05"
"Diagram","2026-05-05"
"Diako Ev. Diakonie","2026-05-05"
"Diakonessenhuis","2026-05-05"
"Diakonhjemmet Hospital","2026-05-05"
"Diakonhjemmet Hospital As","2026-05-05"
"Diakonhjemmet Sykehus As","2026-05-05"
"Diamedica","2026-05-05"
"Diamedica Usa","2026-05-05"
"Diamyd","2026-05-05"
"Diamyd Medical","2026-05-05"
"Diana Molina Villaverde","2026-05-05"
"Dianthus","2026-05-05"
"Diasolve","2026-05-05"
"Diater","2026-05-05"
"Diater Laboratorio De Diagnostico Y Aplicaciones Terapeuticas","2026-05-05"
"Diater Laboratorio De Diagnostico Y Aplicaciones Teraputicas","2026-05-05"
"Diater Laboratorio De Diagnsticos Y Aplicaciones Teraputicas","2026-05-05"
"Diater, Laboratorio De Diagnstico Y Aplicaciones Teraputicas","2026-05-05"
"Diatos","2026-05-05"
"Dice","2026-05-05"
"Dicerna","2026-05-05"
"Dicofarm","2026-05-05"
"Dicot","2026-05-05"
"Dicot / Dicot","2026-05-05"
"Diego Caicedo Valds","2026-05-05"
"Dieter Hoelzer, Md,Phd","2026-05-05"
"Diffusion","2026-05-05"
"Digestive Disease Center, Bispebjerg Hospital","2026-05-05"
"Digna","2026-05-05"
"Dignity","2026-05-05"
"Dilafor","2026-05-05"
"Dimension","2026-05-05"
"Dimerix Pty","2026-05-05"
"Dimethaid","2026-05-05"
"Dip. Medicina Dei Sistemi Universit Degli Studi Di Roma Tor Vergata","2026-05-05"
"Dip. Pediatria Uoc Gastroenterologia Ed Epatologia Pediatrica","2026-05-05"
"Dipak Consortium","2026-05-05"
"Dipart. Di Neuroscienze, Scienze Riproduttive E Odontostomatologiche Delluniversit Degli Studi Di Napoli Federico Ii","2026-05-05"
"Dipartimento Ad Attivit Integrata Chirurgico, Medico, Odontoiatrico E Di Scienze Morfologiche","2026-05-05"
"Dipartimento Biomedicina E Prevenzione Universit Degli Studi Di Roma Tor Vergata","2026-05-05"
"Dipartimento Di Biotecnologie Molecolari E Scienze Per La Salute Universit Degli Studi Di Torino","2026-05-05"
"Dipartimento Di Medicina","2026-05-05"
"Dipartimento Di Medicina Clinica","2026-05-05"
"Dipartimento Di Medicina Clinica E Chirurgia","2026-05-05"
"Dipartimento Di Medicina Clinica E Sperimentale","2026-05-05"
"Dipartimento Di Medicina Di Precisione - Universit Degli Studi Della Campania L. Vanvitelli","2026-05-05"
"Dipartimento Di Medicina E Chirurgia Traslazionale Delluniversit Degli Studi Di Firenze","2026-05-05"
"Dipartimento Di Medicina Interna E Specialit Mediche - Policlinico Umberto I","2026-05-05"
"Dipartimento Di Medicina Sperimentale E Clinica","2026-05-05"
"Dipartimento Di Medicina-Dimed, Universit Di Padova","2026-05-05"
"Dipartimento Di Medicina, Universit Di Perugia","2026-05-05"
"Dipartimento Di Neurologia E Psichiatria","2026-05-05"
"Dipartimento Di Neuroscienze E Scienze Riproduttive Ed Odontostomatologiche Universita Degli Studi Di Napoli Federico Ii","2026-05-05"
"Dipartimento Di Neuroscienze Oftalmologia E Genetica Dinog","2026-05-05"
"Dipartimento Di Oncologia","2026-05-05"
"Dipartimento Di Oncologia Medica Usl8","2026-05-05"
"Dipartimento Di Pediatria","2026-05-05"
"Dipartimento Di Pediatria Universit Federico Ii Di Napoli","2026-05-05"
"Dipartimento Di Pediatria Universita Di Napoli Federico Ii","2026-05-05"
"Dipartimento Di Scienze Biomediche Sperimentali E Cliniche, Universit Di Firenze","2026-05-05"
"Dipartimento Di Scienze Cardiologiche, Toraciche E Vascolari","2026-05-05"
"Dipartimento Di Scienze Chirurgiche","2026-05-05"
"Dipartimento Di Scienze Chirurgiche, Oncologiche E Gastroenterologiche","2026-05-05"
"Dipartimento Di Scienze Cliniche E Biologiche Unito","2026-05-05"
"Dipartimento Di Scienze Della Salute Delluniversit Degli Studi Di Firenze","2026-05-05"
"Dipartimento Di Scienze Della Vita E Biotecnologie Delluniversit Degli Studi Di Ferrara","2026-05-05"
"Dipartimento Integrato Di Oncologia, Ematologia E Patologie Dellapparato Respiratorio","2026-05-05"
"Dipartimento Scienze Chirurgiche, Oncologiche E Gastroenterologiche Discog","2026-05-05"
"Direccin General De Salud Pblica Conselleria De Sanidad De La Comunidad Valenciana","2026-05-05"
"Direction Centrale Du Service De Sant Des Armes Dcssa","2026-05-05"
"Direction Centrale Du Service De Sante Des Armees","2026-05-05"
"Direction De La Recherche Clinique Du Centre Hospitalier Universitaire De Tours, Bretonneau","2026-05-05"
"Directorate Of Defence Rehabilitation","2026-05-05"
"Directorate,Central Manchester And Manchester Childrens University Hospitals Nhs Trust","2026-05-05"
"Disc Medicine","2026-05-05"
"Discovery Laboratoryies","2026-05-05"
"Disphar","2026-05-05"
"Disruptive","2026-05-05"
"Diurnal","2026-05-05"
"Dizal (Jiangsu) Co","2026-05-05"
"Dkms Gemeinntzige","2026-05-05"
"Dkms Ggmbh","2026-05-05"
"Dobecure","2026-05-05"
"Doc. Mudr. Petr Kol, Phd, On Klinika Fn Brno","2026-05-05"
"Doctor Pere Domingo","2026-05-05"
"Dolnoslaskie Centrum Chorob Serca Im. Prof. Zbigniewa Religi Medinet Sp. z o.o","2026-05-05"
"Dolorgiet","2026-05-05"
"Domain","2026-05-05"
"Domain Australia Pty","2026-05-05"
"Domp","2026-05-05"
"Domp Farmaceutici","2026-05-05"
"Dompe Biotec","2026-05-05"
"Dompe Farmaceutici","2026-05-05"
"Dompe Farmaceutici . Dompe","2026-05-05"
"Donau-Universitt Krems","2026-05-05"
"Donders Institute For Brain, Cognition And Behaviour, Radboud University","2026-05-05"
"Donesta","2026-05-05"
"Dong-A St Co","2026-05-05"
"Dorset County Hospital Nhs Foundation Trust","2026-05-05"
"Dot -1 . Day One","2026-05-05"
"DOTT.SSA CARMELINDA RUGGIERO,ISTITUTO DI GERIATRIA E GERONTOLOGIA, UNIVERSIT DEGLI STUDI DI PERUGIA","2026-05-05"
"Double Bond","2026-05-05"
"Dova","2026-05-05"
"Dow","2026-05-05"
"Dow , On Behalf Of Coria","2026-05-05"
"Dpt. Of Growth And Reproduction","2026-05-05"
"Dr","2026-05-05"
"Dr Alberto Domnguez-Rodrguez","2026-05-05"
"Dr Antoni Gual, Hospital Clnic De Barcelona","2026-05-05"
"Dr Antonio Gimeno","2026-05-05"
"Dr August Wolff Arzneimittel","2026-05-05"
"Dr Calleja Panero","2026-05-05"
"Dr Catenacci Fabrice/ Quartier Operatoire","2026-05-05"
"Dr Daniel Sern. Servicio De Nefrologa. Hospital Universitario Vall Dhebron","2026-05-05"
"Dr Dimensione Ricerca","2026-05-05"
"Dr Eloy Espin","2026-05-05"
"Dr G I Hackett","2026-05-05"
"Dr Ged Dempsey, University Hospital Aintree","2026-05-05"
"Dr John Berth-Jones","2026-05-05"
"Dr Josep Ordi Ros","2026-05-05"
"Dr Josep Ordi-Ros. Hospital Universitario Vall Dhebron","2026-05-05"
"Dr Ken Obyrne","2026-05-05"
"Dr Manuel Prez Maraver.Servicio de Endocrinologia. Hospital de Bellvitge","2026-05-05"
"Dr Miguel Santn Cerezales","2026-05-05"
"Dr Moya Mur","2026-05-05"
"Dr Reddy's","2026-05-05"
"Dr. Abelardo Aguilera Peralta","2026-05-05"
"Dr. Adolfo Fontenla Cerezuela","2026-05-05"
"Dr. Albert Lecube Torello","2026-05-05"
"Dr. Albert Lecube, Ph.D., M.D","2026-05-05"
"Dr. Alejandro Sousa Escandn","2026-05-05"
"Dr. Alfons Segarra Medrano","2026-05-05"
"Dr. Amalia Velasco","2026-05-05"
"Dr. Andrs Poveda Velasco","2026-05-05"
"Dr. Angel Chamorro Snchez. Servicio De Neurologa, Hospital Clinic","2026-05-05"
"Dr. Antonio Arroyo Sebastin","2026-05-05"
"Dr. Antonio Javier Trujillo Santos","2026-05-05"
"Dr. Antonio Llombart Cussac","2026-05-05"
"Dr. Antonio Mari Roig","2026-05-05"
"Dr. Antonio Osuna Ortega","2026-05-05"
"Dr. Antonio Prez Martnez","2026-05-05"
"Dr. Antonio Romn Broto","2026-05-05"
"Dr. August Wolff Arzneimittel","2026-05-05"
"Dr. Benedicto Crespo. Servicio Psiquiatra. Hospital Universitario Marqus De Valdecilla/Idival","2026-05-05"
"Dr. Borja Maroto Rodrguez","2026-05-05"
"Dr. Carlos Serra","2026-05-05"
"Dr. Chris Thompson","2026-05-05"
"Dr. Christian Domingo","2026-05-05"
"Dr. Csar Snchez Snchez","2026-05-05"
"Dr. Daniel Lpez Aguado. Servicio De Otorrinolaringologa. Hospital Universitario De Canarias","2026-05-05"
"Dr. Daniel Podzamczer Palter","2026-05-05"
"Dr. Daniel Podzamczer Palter Unidad De Vih. Servicio De Enfermedades Infecciosas. Hospital De Bellvitge","2026-05-05"
"Dr. Daniel Podzamczer Palter. Hospital Univesitari De Bellvitge. Unidad De Vih","2026-05-05"
"Dr. Douglas D. Fraser","2026-05-05"
"Dr. Enrico Montanari","2026-05-05"
"Dr. Enrique","2026-05-05"
"Dr. Enrique Alday","2026-05-05"
"Dr. Enrique Martnez Lpez","2026-05-05"
"Dr. Evaristo Varo Prez","2026-05-05"
"Dr. F. Khler Chemie","2026-05-05"
"Dr. Falk","2026-05-05"
"Dr. Falk / Dr. Falk","2026-05-05"
"Dr. Felipe Villacampa","2026-05-05"
"Dr. Flix Armad","2026-05-05"
"Dr. Forteza Gil","2026-05-05"
"Dr. Francisco Bosa Ojeda","2026-05-05"
"Dr. Francisco Marrero Rodrguez. Hospital Universitario De Canarias","2026-05-05"
"Dr. Franz Khler Chemie","2026-05-05"
"Dr. Franz Koehler Chemie","2026-05-05"
"Dr. Gerhard Franz Kieselbach","2026-05-05"
"Dr. Gerhard Mann Chem.-Pharm Fabrik","2026-05-05"
"Dr. Gerhard Mann Chem.-Pharm. Fabrik / Bausch Lomb","2026-05-05"
"Dr. Gerhard Mann Chem.-Pharm. Fabrik /Bausch Lomb","2026-05-05"
"Dr. Gerhard Mann, Chem-Pharm. Fabrik","2026-05-05"
"Dr. Guillem Cuatrecasas - Cpen","2026-05-05"
"Dr. Guillermo Reyes Copa","2026-05-05"
"Dr. Harald Dobnig, Medizinische Univ. Klinik Graz, Abteilung Fr Endokrinologie Und Nuklearmedizin","2026-05-05"
"Dr. Hctor Escobar Morreale","2026-05-05"
"Dr. Ignacio Herraiz Garca","2026-05-05"
"Dr. J.A. Barber. Servicio de Neumologa. Hospital Clnic de Barcelona","2026-05-05"
"Dr. Jaime Sagrista Sauleda","2026-05-05"
"Dr. Javier Anido Rubio","2026-05-05"
"Dr. Javier Domnguez Ortega","2026-05-05"
"Dr. Javier Prez Gisbert","2026-05-05"
"Dr. Jess Mara Villar Del Moral And Dr. Jos Luis Muoz De Nova","2026-05-05"
"Dr. Jess San Miguel Izquierdo","2026-05-05"
"Dr. Joan Ramon Masclans. Servicio De Medicina Intensiva. Hospital Universitario Vall Dhebron","2026-05-05"
"Dr. Joaquim Bellmunt Molins","2026-05-05"
"Dr. John Lambert Mater Misericordiae University Hospital","2026-05-05"
"Dr. Jordi Carratal Fernndez Servicio De Enfermedades Infecciosas Del Hospital Universitario De Bellvitge","2026-05-05"
"Dr. Jordi Gascn","2026-05-05"
"Dr. Jordi Mons","2026-05-05"
"Dr. Jordi Montero Homs- Unidad De Neuromuscular- Servicio De Neurologa","2026-05-05"
"Dr. Jos Garca-Arum","2026-05-05"
"Dr. Jos Gonzlez Costello.Unidad de Insuficiencia cardaca avanzada y Trasplante cardaco. Hospital Univ. Bellvitge","2026-05-05"
"Dr. Jos Ignacio Chacn Lpez-Muiz","2026-05-05"
"Dr. Jos Manuel Porcel Prez","2026-05-05"
"Dr. Jos Maria Ruiz Moreno","2026-05-05"
"Dr. Jos Ramn Mel Lorenzo","2026-05-05"
"Dr. Jose Luis Gonzalez Larriba","2026-05-05"
"Dr. Josep Brugada Terradellas- Hospital Clnic","2026-05-05"
"Dr. Juan D. Caete Crespillo, Hospital Clnic De Barcelona","2026-05-05"
"Dr. Juan Jess Gmez-Reino Carnota","2026-05-05"
"Dr. Juan Macas Snchez","2026-05-05"
"Dr. Kade Pharmazeutische Fabrik","2026-05-05"
"Dr. Llombart Cussac","2026-05-05"
"Dr. Lluis Arias","2026-05-05"
"Dr. Lluis Mont-Girbau","2026-05-05"
"Dr. Luis Escribano","2026-05-05"
"Dr. Luis Fernndez-Dr. Jesus Barrio","2026-05-05"
"Dr. Luis Serra Majem","2026-05-05"
"Dr. Manuel Rodrguez Yez","2026-05-05"
"Dr. Martin Pinsger Univ.-Prof. Dr. Rupert Prokesch","2026-05-05"
"Dr. Med. Bernd Salzer, Private Praxis","2026-05-05"
"Dr. Med. Tina Vilsbll","2026-05-05"
"Dr. Miguel Angel Pavn Ribas","2026-05-05"
"Dr. Miguel Blanca Gmez","2026-05-05"
"Dr. Miguel Cervero","2026-05-05"
"Dr. Miguel Ferrer. Servicio De Neumologa. Hospital Clnic De Barcelona","2026-05-05"
"Dr. Miguel Martn","2026-05-05"
"Dr. Miguel Yebra Bango","2026-05-05"
"Dr. Miquel Gmez. Servicio De Cardiologa. Hospital Del Mar","2026-05-05"
"Dr. Narcs Cardoner","2026-05-05"
"Dr. Olaf Stanger","2026-05-05"
"Dr. Olivier F. Bertrand , Laval Hospital","2026-05-05"
"Dr. Ortega: Hospital General De Valencia","2026-05-05"
"Dr. Paolo Mora","2026-05-05"
"Dr. Pedro Cuevas Sanchez Investigacion Independiente","2026-05-05"
"Dr. Peter Sydow","2026-05-05"
"Dr. Ramn Lleonart Bellfill","2026-05-05"
"Dr. Reddy's","2026-05-05"
"Dr. Reddys","2026-05-05"
"Dr. Reddys Labaratories","2026-05-05"
"Dr. Ritsert","2026-05-05"
"Dr. Sven Behrendt, Knie Und Schulterchirurgie","2026-05-05"
"Dr. Sylvia Boesch","2026-05-05"
"Dr. Theiss Naturwaren","2026-05-05"
"Dr. V. Soriano","2026-05-05"
"Dr. Valrie Gangji","2026-05-05"
"Dr. Vicente Estrada","2026-05-05"
"Dr. Virgilio P. Carnielli","2026-05-05"
"Dr. W. Schwabe","2026-05-05"
"Dr. Willmar Schwabe","2026-05-05"
"Dr. Winzer","2026-05-05"
"Dr. Wolfgang Jaksch","2026-05-05"
"Dr. Xavier Serra Aracil, Corporaci Sanitaria Parc Taul","2026-05-05"
"Dr. Xavier Solanich Moreno. Servei Medicina Interna. Hospital De Bellvitge","2026-05-05"
"Dr.Antonio Calles Blanco","2026-05-05"
"Dr.Gerardo Aguilar Dr.Francisco Mart Hospital Clnico de Valencia Ser. Anestesiologa y Reanimacin","2026-05-05"
"Dr.ssa Marina Aiello","2026-05-05"
"Dra Ana Pueyo Bastida","2026-05-05"
"Dra Antnia Dalmau I Llitjs Del Servicio De Anestesia, Reanimacin Y Teraputica Del Dolor Del Hub -Idibell","2026-05-05"
"Dra Beatriz Lozano","2026-05-05"
"Dra Cristina Avendao Sola","2026-05-05"
"Dra Itxarone Bilbao. Servicio De Ciruga Hepatobiliopancreatica Y Trasplantes. Huvh","2026-05-05"
"Dra Maria Jos Colomina Soler","2026-05-05"
"Dra Maria Luz Couce","2026-05-05"
"Dra. A. Teresa Caldern Duque","2026-05-05"
"Dra. Almudena Zapatero Laborda","2026-05-05"
"Dra. Antnia Dalmau I Llitjs. Servicio De Anestesia, Reanimacin Y Teraputica Del Dolor Del Hub-Idibell","2026-05-05"
"Dra. Beatriz Sanchez Sobrino","2026-05-05"
"Dra. Carlota Gudiol Gonzlez. Servicio De Enfermedades Infecciosas. Hospital Universitari De Bellvitge","2026-05-05"
"Dra. Carmen Gmez Vaquero Servicio De Reumatologa Del Hospital Universiari De Bellvitge - Idibell","2026-05-05"
"Dra. Carmen Ispa Calln","2026-05-05"
"Dra. Cristina Avendao Sol","2026-05-05"
"Dra. Irene Halperin Rabinovich. Servicio De Endocrinologa. Hospital Clnic De Barcelona","2026-05-05"
"Dra. Julia Origen Sabater","2026-05-05"
"Dra. M Dolores Arenas","2026-05-05"
"Dra. Martinez Payo","2026-05-05"
"Dra. Nuria Gutierrez Dubn","2026-05-05"
"Dra. Nuria Maes Bonet. Seccin De Ciruga Torcica. Hospital Universitario De Canarias","2026-05-05"
"Dra. Rosario Blasco","2026-05-05"
"Dra. Virginia Raquel Cspedes Nava","2026-05-05"
"Dra.Margarita RamirezDra.Ifara Snchez","2026-05-05"
"Dracen","2026-05-05"
"Dragonfly","2026-05-05"
"Draig","2026-05-05"
"Drci Aphp","2026-05-05"
"Dren Bio 01","2026-05-05"
"Dresden Technical University","2026-05-05"
"Dresden University Of Technology","2026-05-05"
"Dresden Universtity Of Technology","2026-05-05"
"Drk","2026-05-05"
"Drk-Bluspendedienst Baden-Wrttemberg - Hessen Ggmbh","2026-05-05"
"Drk-Blutspendedienst Baden-Wrttemberg - Hessen Ggmbh","2026-05-05"
"Drossapharm","2026-05-05"
"Drug Delivery Solutions Aps","2026-05-05"
"Drug Delivery Solutions Aps Dds C/O Mc2 Biotek","2026-05-05"
"Drug Delivery Solutions Part Of Mc2","2026-05-05"
"Druggability Technologies","2026-05-05"
"Drugs For Neglected Diseases Initiative Dndi","2026-05-05"
"Dryox Health . / Dryox Health","2026-05-05"
"Ds","2026-05-05"
"DSC Services, s.r.o","2026-05-05"
"Dstl","2026-05-05"
"Dualitybio","2026-05-05"
"Duke Clinical Institute","2026-05-05"
"Duke Street Bio","2026-05-05"
"Duke University","2026-05-05"
"Duocort","2026-05-05"
"Dupont Nutrition And Health Active Nutrition","2026-05-05"
"Durata","2026-05-05"
"Durata . An Allergan Affiliate","2026-05-05"
"Durect","2026-05-05"
"Dutch","2026-05-05"
"Dutch Cancer Society","2026-05-05"
"Dutch Childhood","2026-05-05"
"Dutch Childhood Dcog","2026-05-05"
"Dutch Colorectal Cancer","2026-05-05"
"Dutch Diabetes Foundation","2026-05-05"
"Dutch Growth Foundation","2026-05-05"
"Dutch Heart Foundation","2026-05-05"
"Dutch Kidney Foundation","2026-05-05"
"Dyax","2026-05-05"
"Dyax , A Takeda Company","2026-05-05"
"Dynacure","2026-05-05"
"Dynavax Technologies","2026-05-05"
"Dyne","2026-05-05"
"Dystrogen Technology Sp. z o.o","2026-05-05"
