alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
eupraxia pharmaceuticals,Eupraxia Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
eurand,EURAND,NA,NA,unknown,self_alias,0.94,self
euro nippon kayaku,Euro Nippon Kayaku,NA,NA,unknown,self_alias,0.94,self
eurocine vaccines,Eurocine Vaccines,NA,NA,unknown,self_alias,0.94,self
eurofins optimed / synendos therapeutics,Eurofins Optimed / Synendos Therapeutics,NA,NA,unknown,self_alias,0.94,self
european association of urology,European Association of Urology,NA,NA,public_body,self_alias,0.94,self
european myeloma network,European Myeloma Network,European Myeloma Network,European Myeloma Network,cooperative_group,llm_curated,1,NA
european myeloma network b v / emn trial office s r l impresa sociale,European Myeloma Network,European Myeloma Network,European Myeloma Network,cooperative_group,llm_curated,1,NA
european organisation for research and treatment of,EORTC,NA,NA,cooperative_group,llm_curated,1,NA
european organisation for research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,llm_curated,1,NA
european organisation for the research and treatment of cancer,EORTC,EORTC,EORTC,cooperative_group,llm_curated,1,NA
eusa pharma,EUSA pharma,NA,NA,unknown,self_alias,0.94,self
eustralis pharmaceuticals,Eustralis Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
evaxion biotech,Evaxion Biotech,NA,NA,unknown,self_alias,0.94,self
evelo biosciences,Evelo Biosciences,NA,NA,unknown,self_alias,0.94,self
ever neuro pharma,EVER Neuro Pharma,NA,NA,unknown,self_alias,0.94,self
evergreen theragnostics,Evergreen Theragnostics,NA,NA,unknown,self_alias,0.94,self
evestra,Evestra,NA,NA,unknown,self_alias,0.94,self
evgen pharma,Evgen Pharma,NA,NA,unknown,self_alias,0.94,self
evolus,Evolus,NA,NA,unknown,self_alias,0.94,self
evolva,Evolva,NA,NA,unknown,self_alias,0.94,self
evommune,Evommune,NA,NA,unknown,self_alias,0.94,self
evopoint biosciences usa,Evopoint Biosciences USA,NA,NA,unknown,self_alias,0.94,self
ewopharma,Ewopharma,NA,NA,unknown,self_alias,0.94,self
exalenz bioscience,Exalenz Bioscience,NA,NA,unknown,self_alias,0.94,self
excellthera,Excellthera,NA,NA,unknown,self_alias,0.94,self
exciva,Exciva,NA,NA,unknown,self_alias,0.94,self
exelixis,Exelixis,NA,NA,unknown,self_alias,0.94,self
exponential biotherapies,Exponential Biotherapies,NA,NA,unknown,self_alias,0.94,self
expres2ion biotechnologies,Expres2ion Biotechnologies,NA,NA,unknown,self_alias,0.94,self
exscientia ai,Exscientia AI,NA,NA,unknown,self_alias,0.94,self
exxentia grupo fitoteraputico,Exxentia Grupo Fitoteraputico,NA,NA,unknown,self_alias,0.94,self
eyebiotech,Eyebiotech,NA,NA,unknown,self_alias,0.94,self
eyegene,EyeGene,NA,NA,unknown,self_alias,0.94,self
eyepoint,Eyepoint,NA,NA,NA,self_alias,0.94,self
eyepoint inc,Eyepoint,NA,NA,NA,ctis_businesskey,0.95,NA
eyetech pharmaceuticals,Eyetech Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
f hoffman-la roche,Roche,Roche,Roche,industry,llm_curated,1,NA
f hoffman-la roche ltd,Roche,Roche,Roche,industry,llm_curated,1,NA
f hoffmann,Roche,Roche,Roche,industry,llm_curated,1,NA
f hoffmann- la roche ltd,Roche,Roche,Roche,industry,llm_curated,1,NA
f hoffmann-la roche,Roche,Roche,Roche,industry,llm_curated,1,NA
f hoffmann-la roche ag,Roche,Roche,Roche,industry,llm_curated,1,NA
f-star therapeutics,F-star Therapeutics,NA,NA,unknown,self_alias,0.94,self
f2g biotech,F2G Biotech,NA,NA,unknown,self_alias,0.94,self
f4 pharma,F4 Pharma,NA,NA,unknown,self_alias,0.94,self
fachbereich medizin der johann wolfgang goethe-universitt frankfurt/m,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
fachhochschule salzburg,Fachhochschule Salzburg,NA,NA,unknown,self_alias,0.94,self
fachingen heil- und mineralbrunnen,Fachingen Heil- und Mineralbrunnen,NA,NA,unknown,self_alias,0.94,self
faes farma s a / a menarini industrie farmaceutiche riunite,Faes Farma S.A. / A. Menarini Industrie Farmaceutiche Riunite,NA,NA,unknown,self_alias,0.94,self
fakultni nemocnice u sv anny,Fakultní nemocnice u sv. Anny,NA,NA,unknown,self_alias,0.94,self
famewave,Famewave,NA,NA,unknown,self_alias,0.94,self
faraday pharmaceuticals,Faraday Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
farmacusi,Farmacusi,NA,NA,unknown,self_alias,0.94,self
farmak international holding,Farmak International Holding,NA,NA,unknown,self_alias,0.94,self
farmaka,Farmaka,NA,NA,unknown,self_alias,0.94,self
farmalder,Farmalder,NA,NA,unknown,self_alias,0.94,self
farmalider,Farmalider,NA,NA,unknown,self_alias,0.94,self
farmex,FARMEX,NA,NA,unknown,self_alias,0.94,self
faron pharmaceuticals,Faron Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
fast forward pharmaceuticals,Fast Forward Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
fastox pharma,Fastox Pharma,NA,NA,unknown,self_alias,0.94,self
fate therapeutics,Fate Therapeutics,NA,NA,unknown,self_alias,0.94,self
faustus forschung compagnie translational cancer research,"Faustus Forschung Compagnie, Translational Cancer Research",NA,NA,unknown,self_alias,0.94,self
febena pharma,Febena Pharma,NA,NA,unknown,self_alias,0.94,self
federation nationale des centres de lutte contre le cancer,Fédération Nationale des Centres de Lutte Contre le Cancer,NA,NA,unknown,self_alias,0.94,self
felix gutierrez rodero / dr xavier corbella viros,Félix Gutiérrez Rodero / Dr. Xavier Corbella Virós,NA,NA,unknown,self_alias,0.94,self
feor - instituto de investigacion en oncologia radioterapica,FEOR - Instituto de investigación en Oncología Radioterápica,NA,NA,foundation,self_alias,0.94,self
fernando sanchez,Fernando Sánchez,NA,NA,unknown,self_alias,0.94,self
ferraz lynce especialidades farmaceuticas,Ferraz Lynce Especialidades Farmacêuticas,NA,NA,unknown,self_alias,0.94,self
ferrer grupo,Ferrer Grupo,NA,NA,unknown,self_alias,0.94,self
ferrer internacional s a / prilenia therapeutics,Ferrer Internacional S.A. / Prilenia Therapeutics,NA,NA,unknown,self_alias,0.94,self
ferring,Ferring Pharmaceuticals,Ferring Pharmaceuticals,Ferring Pharmaceuticals,industry,llm_curated,0.9,NA
ferring pharmaceuticals,Ferring Pharmaceuticals,Ferring Pharmaceuticals,Ferring Pharmaceuticals,industry,llm_curated,1,NA
ferring pharmaceuticals as,Ferring Pharmaceuticals,Ferring Pharmaceuticals,Ferring Pharmaceuticals,industry,llm_curated,1,NA
ferrokin biosciences,Ferrokin Biosciences,NA,NA,unknown,self_alias,0.94,self
ferrosan,Ferrosan,NA,NA,unknown,self_alias,0.94,self
fertility clinic dept of obstetrics and gynecology ouh,Odense University Hospital,NA,NA,hospital,llm_curated,1,NA
fertility clinic herlev university hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
fertin pharma,Fertin Pharma,NA,NA,unknown,self_alias,0.94,self
fibrex medical research development,Fibrex Medical Research Development,NA,NA,unknown,self_alias,0.94,self
fimabis fundacion publica andaluza para la investigacion de malaga en biomedicina y salud,FIMABIS - Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud,NA,NA,foundation,llm_curated,1,NA
finba,Fundación para la Investigación e Innovación Biosanitaria de Asturias FINBA,NA,NA,foundation,llm_curated,1,NA
finox,Finox,NA,NA,unknown,self_alias,0.94,self
first wave biopharma,First Wave BioPharma,NA,NA,unknown,self_alias,0.94,self
firststring research,FirstString Research,NA,NA,unknown,self_alias,0.94,self
fit biotech,FIT Biotech,NA,NA,unknown,self_alias,0.94,self
five prime therapeutics,Five Prime Therapeutics,NA,NA,unknown,self_alias,0.94,self
florentine cullinan,Florentine Cullinan,NA,NA,unknown,self_alias,0.94,self
flugen,FluGen,NA,NA,unknown,self_alias,0.94,self
fluidda,FluidDA,NA,NA,unknown,self_alias,0.94,self
fluoguide,FluoGuide,NA,NA,unknown,self_alias,0.94,self
foghorn therapeutics,Foghorn Therapeutics,NA,NA,unknown,self_alias,0.94,self
foldrx pharmaceuticals,FoldRx Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
follica,Follica,NA,NA,unknown,self_alias,0.94,self
follicum,Follicum,NA,NA,unknown,self_alias,0.94,self
fondation a de rothschild,Fondation A De Rothschild,NA,NA,NA,ctis_businesskey,0.95,NA
fondation francaise de cancerologie digestive ffcd,Fondation Française de Cancérologie Digestive FFCD,NA,NA,foundation,self_alias,0.94,self
fondation lenval - hopitaux pediatriques de nice chu-lenval,Fondation Lenval - Hôpitaux Pédiatriques de Nice CHU-Lenval,NA,NA,hospital,llm_curated,1,NA
fondation mediterranee infection fmi - ihu mediterranee infection,Fondation Méditerranée Infection FMI - IHU Méditerranée Infection,NA,NA,foundation,self_alias,0.94,self
fondazione centro cardiologico monzino,Fondazione Centro Cardiologico Monzino,NA,NA,hospital,self_alias,0.94,self
fondazione cnao - centro nazionale di adroterapia oncologica,Fondazione CNAO - Centro Nazionale di Adroterapia Oncologica,NA,NA,foundation,self_alias,0.94,self
fondazione del piemonte per l'oncologia ircc di candiolo,Fondazione del Piemonte per l'Oncologia IRCC di Candiolo,NA,NA,foundation,self_alias,0.94,self
fondazione del piemonte per l'oncologia irccs,Fondazione del Piemonte per L'oncologia IRCCS,NA,NA,foundation,self_alias,0.94,self
fondazione del piemonte per loncologia ircc di candiolo,Fondazione del Piemonte per l'Oncologia IRCC di Candiolo,NA,NA,hospital,llm_curated,1,NA
fondazione dell'istituto toscano tumori,Fondazione dell'Istituto Toscano Tumori,NA,NA,foundation,self_alias,0.94,self
fondazione g d'annunzio chieti,"Fondazione G. D'Annunzio, Chieti",NA,NA,foundation,self_alias,0.94,self
fondazione irccs ca granda ospedale maggiore policlinico milano,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,NA,NA,hospital,llm_curated,1,NA
fondazione irccs ca' granda ospedale maggiore policlinico,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,NA,NA,hospital,self_alias,0.94,self
fondazione irccs istituto nazionale dei tumori,IRCCS Istituto Nazionale dei Tumori,NA,NA,hospital,llm_curated,1,NA
fondazione irccs istituto nazionale dei tumori / sarcoma alliance for research and collaboration,Fondazione IRCCS Istituto Nazionale dei Tumori / Sarcoma Alliance for Research and Collaboration,NA,NA,foundation,self_alias,0.94,self
fondazione irccs istituto neurologico c mondino,Fondazione IRCCS Istituto Neurologico C. Mondino,NA,NA,unknown,self_alias,0.94,self
fondazione italiana leonardo giambrone per la guarigione dalla talassemia - onlus,Fondazione Italiana Leonardo Giambrone per la Guarigione dalla Talassemia - ONLUS,NA,NA,foundation,self_alias,0.94,self
fondazione italiana linfomi ets,Fondazione Italiana Linfomi Ets,NA,NA,NA,ctis_businesskey,0.95,NA
fondazione per la ricerca sulle anemie ed emoglobinopatie in italia,Fondazione per la Ricerca sulle Anemie ed Emoglobinopatie in Italia,NA,NA,foundation,self_alias,0.94,self
fondazione sandro pitigliani per la lotta contro i tumori onlus,Fondazione Sandro Pitigliani per la Lotta Contro i Tumori ONLUS,NA,NA,foundation,self_alias,0.94,self
fondazione santa lucia,Fondazione Santa Lucia,NA,NA,NA,ctis_businesskey,0.95,NA
fondazione sendo,Fondazione Sendo,NA,NA,foundation,llm_curated,1,NA
fondazione telethon,Fondazione Telethon,NA,NA,foundation,llm_curated,1,NA
fondazione toscana gabriele monasterio,Fondazione Toscana Gabriele Monasterio,NA,NA,foundation,llm_curated,1,NA
fore biotherapeutics,Fore Biotherapeutics,NA,NA,unknown,self_alias,0.94,self
foresee pharmaceuticals co,Foresee Pharmaceuticals Co.,NA,NA,unknown,self_alias,0.94,self
forge biologics,Forge Biologics,NA,NA,unknown,self_alias,0.94,self
forim,FORIM,NA,NA,unknown,self_alias,0.94,self
forma therapeutics,Forma Therapeutics,NA,NA,unknown,self_alias,0.94,self
formac pharmaceuticals,FORMAC Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
formycon,Formycon,NA,NA,unknown,self_alias,0.94,self
forschungszentrum julich,Forschungszentrum Jülich,NA,NA,unknown,self_alias,0.94,self
forsight vision4,ForSight VISION4,NA,NA,unknown,self_alias,0.94,self
fortvita biologics usa,Fortvita Biologics (USA),NA,NA,unknown,self_alias,0.94,self
forum pharmaceuticals,FORUM Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
forward pharma,Forward Pharma,NA,NA,unknown,self_alias,0.94,self
forward therapeutics,Forward Therapeutics,NA,NA,unknown,self_alias,0.94,self
fou nevroklinikken oslo university hospital-ulleval,Oslo University Hospital,NA,NA,hospital,llm_curated,1,NA
foundation clinic for biomedical research,Foundation Clinic For Biomedical Research,NA,NA,NA,ctis_businesskey,0.95,NA
fractyl health,Fractyl Health,NA,NA,unknown,self_alias,0.94,self
frame pharmaceuticals,Frame Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
francisco de la gala / ignacio garutti,Francisco de la Gala / Ignacio Garutti,NA,NA,unknown,self_alias,0.94,self
frankfurter institut fr klinische krebsforschung ikf gmbh am krankenhaus nordwest,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,llm_curated,1,NA
frankfurter institut fur klinische krebsforschung ikf gmbh at krankenhaus nordwest,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,llm_curated,1,NA
fraunhofer gesellschaft for its institute for translationale medicine,Fraunhofer Gesellschaft,NA,NA,academic,llm_curated,1,NA
fraunhofer institut fur translationale medizin und pharmakologie itmp,Fraunhofer Gesellschaft,NA,NA,academic,llm_curated,1,NA
fraunhofer-institute for translational medicine and pharmacology itmp,Fraunhofer Gesellschaft,NA,NA,academic,llm_curated,1,NA
freeline therapeutics,Freeline Therapeutics,NA,NA,unknown,self_alias,0.94,self
fresenius biotech,Fresenius Biotech,NA,NA,unknown,self_alias,0.94,self
fresenius medical care deutschland,Fresenius Medical Care Deutschland,NA,NA,unknown,self_alias,0.94,self
freya biosciences,Freya Biosciences,NA,NA,unknown,self_alias,0.94,self
friedrich-schiller-universitaet jena,Friedrich-Schiller-Universitaet Jena,NA,NA,NA,ctis_businesskey,0.95,NA
friedrich-schiller-universitt jena,Friedrich-Schiller-Universitaet Jena,NA,NA,NA,llm_curated,1,NA
fuics development,Fuics Development,NA,NA,unknown,self_alias,0.94,self
fujifilm kyowa kirin biologics co,Fujifilm Kyowa Kirin Biologics Co.,NA,NA,unknown,self_alias,0.94,self
fujifilm toyama chemical co,FUJIFILM Toyama Chemical Co.,NA,NA,unknown,self_alias,0.94,self
fujimoto pharmaceutical,Fujimoto Pharmaceutical,NA,NA,unknown,self_alias,0.94,self
fundaci clinic per a la recerca biomdica,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci clnic de recerca biomdica,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci clnic per  a la recerca biomdica,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci clnic per a la recerca biomdica,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci clnic per a la recerca biomdica fcrb,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci clnic per a la recerca biomdica fcrb2,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci de recerca clnic barcelona institut dinvestigacions biomdiques,Fundació de Recerca Clínic Barcelona (IDIBAPS),NA,NA,academic,llm_curated,1,NA
fundaci hospital universitari vall d hebron - institut de recerca vhir,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital universitari vall dhebron - institut de recerca vhir.,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital universitari vall dhebron - institut de recersa vhir,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital universitari vall dhebron institut de recerca vhir,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital universitari vall dhebron- institut de recerca,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital universitari vall dhebron-institut de recerca vhir,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital universitari vall hebron-institut de recerca vhir,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci hospital vall hebron institut de recerca,Vall D'hebron Institut De Recerca,NA,NA,hospital,llm_curated,1,NA
fundaci institut dinvestigaci en cincies de la salut germans trias i pujol,Fundació Institut de Recerca en Ciències de la Salut Germans Trias i Pujol,NA,NA,academic,llm_curated,1,NA
fundaci privada clnic per a la recerca biomdica,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundaci puigvert,Fundació Puigvert,NA,NA,hospital,llm_curated,1,NA
fundacin cnic per a la reserca biomdica,Fundació Clínic per a la Recerca Biomèdica,NA,NA,academic,llm_curated,1,NA
fundacin cris de investigacin para vencer el cncer,Fundación CRIS de Investigación para Vencer el Cáncer,NA,NA,foundation,llm_curated,1,NA
fundacin de investigacin biomdica del hospital universitario puerta de hierro,Fundación Investigación Biomédica Hospital Puerta de Hierro,NA,NA,foundation,llm_curated,1,NA
fundacin de investigacin del hospital universitario la paz fibhulp,Fundación para la Investigación Biomédica del Hospital Universitario La Paz,NA,NA,foundation,llm_curated,1,NA
fundacin espaola de reumatologa,Fundacin Espaola de Reumatologa,NA,NA,unknown,self_alias,0.94,self
fundacin gecp,Fundacion GECP,NA,NA,foundation,llm_curated,1,NA
fundacin gregorio maran,Fundación Gregorio Marañón,NA,NA,foundation,llm_curated,1,NA
fundacin grupo espaol de investigacin en cncer de mama,GEICAM,NA,NA,cooperative_group,llm_curated,1,NA
fundacin grupo espaol de investigacin en cncer de mama fundacin geicam,GEICAM,NA,NA,cooperative_group,llm_curated,1,NA
